,id,analysis_url,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,cluster
486,4T82mssmK8VpyjB6QVMlcI,https://api.spotify.com/v1/audio-analysis/4T82mssmK8VpyjB6QVMlcI,0.422,0.174,2,-15.427,1,0.0378,0.936,0.929,0.367,0.0858,95.089,206855,4,1
487,1QwunZ0xkzaVuGG9hFT8pC,https://api.spotify.com/v1/audio-analysis/1QwunZ0xkzaVuGG9hFT8pC,0.489,0.228,5,-16.06,1,0.0328,0.903,0.0912,0.124,0.18,73.636,193606,4,1
488,1PXYvyT1lz0IvWCRbR0eni,https://api.spotify.com/v1/audio-analysis/1PXYvyT1lz0IvWCRbR0eni,0.35,0.188,0,-17.475,1,0.0401,0.886,0.878,0.117,0.093,48.701,258000,4,1
489,3lHeTorlEnYb3icowpiDiR,https://api.spotify.com/v1/audio-analysis/3lHeTorlEnYb3icowpiDiR,0.496,0.146,0,-19.599,1,0.0362,0.896,0.925,0.137,0.117,121.34,264835,4,1
490,4CZOjvslnn4eNkcQC0Ubvw,https://api.spotify.com/v1/audio-analysis/4CZOjvslnn4eNkcQC0Ubvw,0.299,0.0927,5,-21.554,1,0.032,0.976,0.86,0.194,0.145,94.891,297750,4,1
491,6S6bbgUm80TdelwOPf0dsR,https://api.spotify.com/v1/audio-analysis/6S6bbgUm80TdelwOPf0dsR,0.415,0.126,5,-18.253,1,0.0578,0.962,0.77,0.0985,0.237,177.535,198701,3,2
492,6jIYSUuPHtImxdPAy1tHct,https://api.spotify.com/v1/audio-analysis/6jIYSUuPHtImxdPAy1tHct,0.424,0.196,0,-20.783,1,0.0703,0.975,0.927,0.114,0.272,186.07,196643,3,2
493,3DsIu9DB0AZufrQHR4yJKL,https://api.spotify.com/v1/audio-analysis/3DsIu9DB0AZufrQHR4yJKL,0.528,0.0847,0,-16.575,0,0.0405,0.984,0.893,0.131,0.0431,111.49,287613,4,1
494,79XZYbexRnaHO7cf5nJZZw,https://api.spotify.com/v1/audio-analysis/79XZYbexRnaHO7cf5nJZZw,0.437,0.223,7,-17.087,1,0.0327,0.882,0.656,0.127,0.153,150.692,205261,3,2
495,0Z8auoHguIXLgSMzqT3kZr,https://api.spotify.com/v1/audio-analysis/0Z8auoHguIXLgSMzqT3kZr,0.403,0.0273,1,-26.497,1,0.043,0.956,0.948,0.158,0.135,84.169,183391,4,1
496,09YX8Z46RPayTuUF2Gmtiw,https://api.spotify.com/v1/audio-analysis/09YX8Z46RPayTuUF2Gmtiw,0.488,0.153,5,-17.966,1,0.033,0.918,0.384,0.141,0.155,143.907,206465,4,1
497,27Vadyfurx3OlIwjhFaBNT,https://api.spotify.com/v1/audio-analysis/27Vadyfurx3OlIwjhFaBNT,0.285,0.26,7,-15.524,0,0.0376,0.882,0.941,0.108,0.119,181.757,267250,3,2
498,6IP328KWUVyrLfKLtx6kA0,https://api.spotify.com/v1/audio-analysis/6IP328KWUVyrLfKLtx6kA0,0.64,0.187,9,-17.746,0,0.0382,0.918,0.76,0.121,0.29,107.447,139567,3,2
499,6Mhy6TO8fdgnWVPKZWhqaV,https://api.spotify.com/v1/audio-analysis/6Mhy6TO8fdgnWVPKZWhqaV,0.547,0.091,7,-19.388,0,0.0452,0.92,0.179,0.0927,0.0981,63.807,186000,4,1
500,3rHZHXHKsjvJJPgBiQMmQR,https://api.spotify.com/v1/audio-analysis/3rHZHXHKsjvJJPgBiQMmQR,0.442,0.0588,1,-20.52,1,0.0319,0.98,0.41,0.109,0.0589,94.808,251672,4,1
501,1IxO95D87hSIyA20XTLCiU,https://api.spotify.com/v1/audio-analysis/1IxO95D87hSIyA20XTLCiU,0.431,0.0434,11,-22.086,1,0.031,0.934,0.253,0.112,0.0753,94.182,185459,4,1
502,5GCBRCB2SVSNOu7k38ix5r,https://api.spotify.com/v1/audio-analysis/5GCBRCB2SVSNOu7k38ix5r,0.629,0.106,8,-16.942,1,0.0439,0.932,0.255,0.121,0.119,118.512,303924,4,1
503,1wkSPmQdKk81GDcTOt7FRr,https://api.spotify.com/v1/audio-analysis/1wkSPmQdKk81GDcTOt7FRr,0.39,0.202,5,-20.746,0,0.0436,0.973,0.91,0.114,0.189,185.134,196728,3,2
504,2uSdRkfWEUU7kE9sDceU70,https://api.spotify.com/v1/audio-analysis/2uSdRkfWEUU7kE9sDceU70,0.413,0.17,3,-21.032,1,0.0341,0.979,0.896,0.101,0.125,122.531,227499,3,2
505,5U6viBMb17ayuEad6Inpgg,https://api.spotify.com/v1/audio-analysis/5U6viBMb17ayuEad6Inpgg,0.462,0.174,3,-18.377,1,0.0365,0.98,0.872,0.116,0.212,69.302,230108,4,1
506,4BD8y4GDB03dHeFnAMEtlz,https://api.spotify.com/v1/audio-analysis/4BD8y4GDB03dHeFnAMEtlz,0.444,0.109,0,-15.574,1,0.0411,0.924,0.699,0.215,0.182,73.094,239913,3,2
507,4XkhajNW9YvcoBt1l2UuYe,https://api.spotify.com/v1/audio-analysis/4XkhajNW9YvcoBt1l2UuYe,0.489,0.0441,8,-22.935,1,0.0406,0.918,0.779,0.0903,0.173,97.443,147118,4,1
508,6JOFJKSCpQNG3W3mECwSxd,https://api.spotify.com/v1/audio-analysis/6JOFJKSCpQNG3W3mECwSxd,0.445,0.159,0,-14.159,1,0.0419,0.924,0.865,0.113,0.155,68.868,301131,4,1
509,0XxT9BefucZG5PNIMNCgEM,https://api.spotify.com/v1/audio-analysis/0XxT9BefucZG5PNIMNCgEM,0.508,0.0556,7,-22.714,1,0.0404,0.944,0.691,0.0999,0.264,97.397,175145,4,1
510,0SRSU8GcRZxIqyQrbeD6Hx,https://api.spotify.com/v1/audio-analysis/0SRSU8GcRZxIqyQrbeD6Hx,0.523,0.134,0,-20.673,1,0.0362,0.973,0.856,0.109,0.166,69.26,237331,4,1
511,1L2aEbr8dOnVUKoeFhmMZG,https://api.spotify.com/v1/audio-analysis/1L2aEbr8dOnVUKoeFhmMZG,0.309,0.104,0,-23.378,1,0.0428,0.976,0.918,0.149,0.0779,50.329,175607,4,1
512,5xEOUPnUkpErHaxHi2D1tr,https://api.spotify.com/v1/audio-analysis/5xEOUPnUkpErHaxHi2D1tr,0.353,0.0717,5,-21.734,1,0.0318,0.967,0.566,0.116,0.204,107.59,280750,4,1
0,745H5CctFr12Mo7cqa1BMH,https://api.spotify.com/v1/audio-analysis/745H5CctFr12Mo7cqa1BMH,0.572,0.418,0,-10.738,1,0.0349,0.635,0.0,0.0961,0.694,104.566,165000,4,4
1,0GVxSbigOiKlGfI30Uw00X,https://api.spotify.com/v1/audio-analysis/0GVxSbigOiKlGfI30Uw00X,0.526,0.436,1,-6.02,1,0.0232,0.0981,7.69e-06,0.118,0.286,96.903,175693,3,2
2,5FKkbyGm42hw1y08l2knlO,https://api.spotify.com/v1/audio-analysis/5FKkbyGm42hw1y08l2knlO,0.731,0.837,9,-8.673,1,0.0477,0.000287,0.15,0.0978,0.832,135.603,222747,4,4
3,2g2GkH3vZHk4lWzBjgQ6nY,https://api.spotify.com/v1/audio-analysis/2g2GkH3vZHk4lWzBjgQ6nY,0.691,0.507,11,-10.23,1,0.0343,0.627,0.0,0.457,0.885,128.518,125440,4,4
4,5KhtfxmVLso0pQfnZ49h36,https://api.spotify.com/v1/audio-analysis/5KhtfxmVLso0pQfnZ49h36,0.491,0.605,7,-10.098,1,0.0367,0.192,0.0,0.289,0.903,151.416,183507,4,4
5,0FD8KMG4pHp0O9clTpChjp,https://api.spotify.com/v1/audio-analysis/0FD8KMG4pHp0O9clTpChjp,0.59,0.355,9,-14.051,1,0.0352,0.48,0.0,0.0585,0.499,133.03,216773,4,4
6,6dGnYIeXmHdcikdzNNDMm2,https://api.spotify.com/v1/audio-analysis/6dGnYIeXmHdcikdzNNDMm2,0.557,0.54,9,-10.484,1,0.0347,0.0339,0.00248,0.179,0.394,129.171,185733,4,4
7,7tqhbajSfrz2F7E1Z75ASX,https://api.spotify.com/v1/audio-analysis/7tqhbajSfrz2F7E1Z75ASX,0.663,0.6,7,-10.87,1,0.032,0.43,0.0,0.184,0.8,129.991,151667,4,4
8,0wz1LjDb9ZNEYwOmDJ3Q4b,https://api.spotify.com/v1/audio-analysis/0wz1LjDb9ZNEYwOmDJ3Q4b,0.55,0.854,3,-5.968,1,0.036,0.661,0.0,0.112,0.965,159.231,149373,4,4
9,4Y4Gd3ty8uut6Qw43c7yJc,https://api.spotify.com/v1/audio-analysis/4Y4Gd3ty8uut6Qw43c7yJc,0.484,0.312,2,-13.522,1,0.0535,0.724,1.65e-06,0.0601,0.598,205.981,166827,4,4
10,2KQM3kDM0zMBC9iynePBbS,https://api.spotify.com/v1/audio-analysis/2KQM3kDM0zMBC9iynePBbS,0.653,0.334,9,-6.955,1,0.0313,0.411,3.47e-05,0.123,0.665,119.46,174253,4,4
11,4BP3uh0hFLFRb5cjsgLqDh,https://api.spotify.com/v1/audio-analysis/4BP3uh0hFLFRb5cjsgLqDh,0.64,0.663,0,-7.516,1,0.0374,0.201,0.00806,0.152,0.663,132.77,140773,4,4
12,63T7DJ1AFDD6Bn8VzG6JE8,https://api.spotify.com/v1/audio-analysis/63T7DJ1AFDD6Bn8VzG6JE8,0.464,0.795,1,-9.267,1,0.0926,0.0493,0.00244,0.399,0.612,158.691,202267,4,4
13,44AyOl4qVkzS48vBsbNXaC,https://api.spotify.com/v1/audio-analysis/44AyOl4qVkzS48vBsbNXaC,0.396,0.293,2,-14.062,1,0.0275,0.941,0.000196,0.105,0.343,100.307,182360,3,2
14,4s6LhHAV5SEsOV0lC2tjvJ,https://api.spotify.com/v1/audio-analysis/4s6LhHAV5SEsOV0lC2tjvJ,0.552,0.608,1,-9.786,0,0.0345,0.352,0.0,0.0533,0.637,112.367,162373,4,4
15,1qRA5BS78u3gME0loMl9AA,https://api.spotify.com/v1/audio-analysis/1qRA5BS78u3gME0loMl9AA,0.653,0.519,2,-10.164,1,0.0497,0.406,0.0209,0.101,0.822,98.883,153693,4,4
16,62AuGbAkt8Ox2IrFFb8GKV,https://api.spotify.com/v1/audio-analysis/62AuGbAkt8Ox2IrFFb8GKV,0.529,0.127,11,-16.066,1,0.0274,0.611,0.000109,0.237,0.578,63.05,203573,4,1
17,2EqlS6tkEnglzr7tkKAAYD,https://api.spotify.com/v1/audio-analysis/2EqlS6tkEnglzr7tkKAAYD,0.533,0.376,9,-11.913,0,0.0393,0.0302,0.248,0.0926,0.187,165.007,259947,4,0
18,4Hhv2vrOTy89HFRcjU3QOx,https://api.spotify.com/v1/audio-analysis/4Hhv2vrOTy89HFRcjU3QOx,0.274,0.348,5,-8.631,1,0.0293,0.547,0.0133,0.334,0.328,87.43,179693,3,2
19,29U7stRjqHU6rMiS8BfaI9,https://api.spotify.com/v1/audio-analysis/29U7stRjqHU6rMiS8BfaI9,0.271,0.165,5,-20.652,1,0.0351,0.729,1.6e-06,0.118,0.203,77.082,139227,4,1
20,0hCB0YR03f6AmQaHbwWDe8,https://api.spotify.com/v1/audio-analysis/0hCB0YR03f6AmQaHbwWDe8,0.412,0.902,9,-11.6,1,0.405,0.0484,0.131,0.405,0.422,89.74,333893,4,3
21,20OFwXhEXf12DzwXmaV7fj,https://api.spotify.com/v1/audio-analysis/20OFwXhEXf12DzwXmaV7fj,0.508,0.774,2,-5.973,1,0.0321,0.0586,4.87e-06,0.063,0.942,178.946,141600,4,4
22,6H3kDe7CGoWYBabAeVWGiD,https://api.spotify.com/v1/audio-analysis/6H3kDe7CGoWYBabAeVWGiD,0.634,0.63,1,-8.277,0,0.031,0.447,0.039,0.17,0.489,118.628,270773,4,4
23,1JO1xLtVc8mWhIoE3YaCL0,https://api.spotify.com/v1/audio-analysis/1JO1xLtVc8mWhIoE3YaCL0,0.584,0.367,6,-9.638,0,0.0328,0.55,1.38e-05,0.0818,0.588,120.175,176293,4,4
24,0iOZM63lendWRTTeKhZBSC,https://api.spotify.com/v1/audio-analysis/0iOZM63lendWRTTeKhZBSC,0.606,0.457,6,-14.035,0,0.0497,0.713,2.53e-05,0.0747,0.813,92.033,244027,4,4
25,48i055G1OT5KxGGftwFxWy,https://api.spotify.com/v1/audio-analysis/48i055G1OT5KxGGftwFxWy,0.619,0.603,9,-9.481,1,0.0342,0.712,0.0,0.0721,0.958,127.433,178933,4,4
26,3G7tRC24Uh09Hmp1KZ7LQ2,https://api.spotify.com/v1/audio-analysis/3G7tRC24Uh09Hmp1KZ7LQ2,0.526,0.775,0,-6.05,1,0.0352,0.707,2.05e-05,0.217,0.962,80.106,167373,4,4
27,3BQHpFgAp4l80e1XslIjNI,https://api.spotify.com/v1/audio-analysis/3BQHpFgAp4l80e1XslIjNI,0.332,0.179,5,-11.83,1,0.0326,0.879,0.0,0.0886,0.315,96.529,125667,4,1
28,7s25THrKz86DM225dOYwnr,https://api.spotify.com/v1/audio-analysis/7s25THrKz86DM225dOYwnr,0.805,0.558,0,-5.226,1,0.041,0.164,2.2e-05,0.0546,0.965,114.95,147600,4,4
29,1OppEieGNdItZbE14gLBEv,https://api.spotify.com/v1/audio-analysis/1OppEieGNdItZbE14gLBEv,0.63,0.711,10,-9.34,1,0.0472,0.299,0.0,0.0813,0.659,96.912,167933,4,4
30,6b6IMqP565TbtFFZg9iFf3,https://api.spotify.com/v1/audio-analysis/6b6IMqP565TbtFFZg9iFf3,0.667,0.599,0,-8.894,1,0.0291,0.245,0.0,0.107,0.971,127.935,160280,4,4
31,5y788ya4NvwhBznoDIcXwK,https://api.spotify.com/v1/audio-analysis/5y788ya4NvwhBznoDIcXwK,0.525,0.216,6,-13.551,1,0.0301,0.837,0.0,0.107,0.328,106.761,185413,4,1
32,5ZBeML7Lf3FMEVviTyvi8l,https://api.spotify.com/v1/audio-analysis/5ZBeML7Lf3FMEVviTyvi8l,0.482,0.849,2,-9.198,1,0.0452,0.641,7.74e-06,0.0414,0.937,124.631,155227,4,4
33,1Ud6moTC0KyXMq1Oxfien0,https://api.spotify.com/v1/audio-analysis/1Ud6moTC0KyXMq1Oxfien0,0.702,0.668,9,-9.237,1,0.214,0.518,0.0,0.0588,0.561,116.063,378147,4,3
34,6pxWv6GV35VGmcPf5dh6CH,https://api.spotify.com/v1/audio-analysis/6pxWv6GV35VGmcPf5dh6CH,0.699,0.641,2,-7.564,1,0.0289,0.13,0.000218,0.0601,0.728,120.745,187213,4,4
35,4QxDOjgpYtQDxxbWPuEJOy,https://api.spotify.com/v1/audio-analysis/4QxDOjgpYtQDxxbWPuEJOy,0.425,0.373,4,-7.543,1,0.0801,0.686,0.0,0.077,0.663,78.231,155307,4,4
36,3spdoTYpuCpmq19tuD0bOe,https://api.spotify.com/v1/audio-analysis/3spdoTYpuCpmq19tuD0bOe,0.401,0.381,2,-7.458,1,0.0274,0.7,0.0,0.122,0.229,75.454,276800,4,1
37,4kP69y3GKHi9tXckfgp4bK,https://api.spotify.com/v1/audio-analysis/4kP69y3GKHi9tXckfgp4bK,0.524,0.519,6,-11.903,1,0.043,0.195,0.0,0.523,0.847,110.121,169800,4,4
38,6ToM0uwxtPKo9CMpbPGYvM,https://api.spotify.com/v1/audio-analysis/6ToM0uwxtPKo9CMpbPGYvM,0.421,0.751,9,-9.584,1,0.0472,0.2,0.0,0.17,0.789,89.839,145867,4,4
39,1tqT6DhmsrtQgyCKUwotiw,https://api.spotify.com/v1/audio-analysis/1tqT6DhmsrtQgyCKUwotiw,0.711,0.362,3,-10.851,0,0.0381,0.272,0.0,0.127,0.616,117.287,194293,4,4
40,3TlIt0ReIxPsVZcOEivT5U,https://api.spotify.com/v1/audio-analysis/3TlIt0ReIxPsVZcOEivT5U,0.476,0.722,0,-10.017,1,0.0646,0.598,0.0,0.184,0.909,92.966,119800,4,4
41,4pbG9SUmWIvsROVLF0zF9s,https://api.spotify.com/v1/audio-analysis/4pbG9SUmWIvsROVLF0zF9s,0.49,0.715,7,-5.549,1,0.0476,0.386,0.0,0.311,0.866,130.726,145747,4,4
42,4vpeKl0vMGdAXpZiQB2Dtd,https://api.spotify.com/v1/audio-analysis/4vpeKl0vMGdAXpZiQB2Dtd,0.551,0.293,2,-12.503,1,0.0272,0.486,0.000273,0.0864,0.322,106.798,150640,4,4
43,2gE95JskwQ1pCACTpGe1Db,https://api.spotify.com/v1/audio-analysis/2gE95JskwQ1pCACTpGe1Db,0.858,0.544,0,-9.289,1,0.0751,0.583,0.00109,0.0707,0.874,108.217,166280,4,4
44,72Z17vmmeQKAg8bptWvpVG,https://api.spotify.com/v1/audio-analysis/72Z17vmmeQKAg8bptWvpVG,0.31,0.403,0,-13.664,1,0.0326,0.0726,9.27e-05,0.139,0.466,134.48,318027,4,4
45,4feXcsElKIVsGwkbnTHAfV,https://api.spotify.com/v1/audio-analysis/4feXcsElKIVsGwkbnTHAfV,0.257,0.338,4,-12.902,1,0.0357,0.736,0.0,0.252,0.544,207.356,162493,4,4
46,1kPBT8S2wJFNAyBMnGVZgL,https://api.spotify.com/v1/audio-analysis/1kPBT8S2wJFNAyBMnGVZgL,0.477,0.433,11,-6.473,0,0.0247,0.689,0.000195,0.151,0.611,82.52,156653,3,2
47,0P7DoyGrr4Wp9w5TotEtUC,https://api.spotify.com/v1/audio-analysis/0P7DoyGrr4Wp9w5TotEtUC,0.63,0.551,9,-9.28,1,0.0549,0.373,5.75e-05,0.103,0.518,143.868,274493,4,4
48,1Eolhana7nKHYpcYpdVcT5,https://api.spotify.com/v1/audio-analysis/1Eolhana7nKHYpcYpdVcT5,0.515,0.534,6,-8.045,1,0.0768,0.181,0.00278,0.0547,0.426,70.776,145747,4,4
49,5haXbSJqjjM0TCJ5XkfEaC,https://api.spotify.com/v1/audio-analysis/5haXbSJqjjM0TCJ5XkfEaC,0.613,0.487,7,-8.781,1,0.0935,0.412,1.02e-05,0.286,0.699,143.332,165800,4,4
50,11DjZQEZ69EXLo77HVj6yW,https://api.spotify.com/v1/audio-analysis/11DjZQEZ69EXLo77HVj6yW,0.702,0.772,9,-9.677,1,0.0277,0.0312,0.00837,0.0809,0.973,141.694,154120,4,4
51,29SyMC0plk6qw8NMF7lfRL,https://api.spotify.com/v1/audio-analysis/29SyMC0plk6qw8NMF7lfRL,0.573,0.939,8,-6.441,1,0.0808,0.493,0.0,0.0994,0.963,137.382,134253,4,4
52,4mn2kNTqiGLwaUR8JdhJ1l,https://api.spotify.com/v1/audio-analysis/4mn2kNTqiGLwaUR8JdhJ1l,0.316,0.484,9,-9.11,0,0.0308,0.000334,0.00445,0.0912,0.299,117.363,269907,3,2
53,5b7OgznPJJr1vHNYGyvxau,https://api.spotify.com/v1/audio-analysis/5b7OgznPJJr1vHNYGyvxau,0.668,0.26,7,-14.256,1,0.0523,0.453,0.0,0.0621,0.368,119.416,147000,4,4
54,76TZCvJ8GitQ2FA1q5dKu0,https://api.spotify.com/v1/audio-analysis/76TZCvJ8GitQ2FA1q5dKu0,0.439,0.488,11,-14.464,1,0.0615,0.702,0.000339,0.16,0.629,93.017,308520,4,4
55,0bfvHnWWOeU1U5XeKyVLbW,https://api.spotify.com/v1/audio-analysis/0bfvHnWWOeU1U5XeKyVLbW,0.581,0.78,4,-7.053,1,0.0567,0.508,1.07e-05,0.0799,0.561,123.711,203680,4,4
56,3MODES4TNtygekLl146Dxd,https://api.spotify.com/v1/audio-analysis/3MODES4TNtygekLl146Dxd,0.468,0.607,9,-11.367,1,0.0336,0.072,0.000852,0.225,0.886,98.429,263333,4,4
57,5uvosCdMlFdTXhoazkTI5R,https://api.spotify.com/v1/audio-analysis/5uvosCdMlFdTXhoazkTI5R,0.413,0.725,3,-5.787,0,0.0324,0.369,2.16e-05,0.0905,0.44,124.618,429760,4,0
58,20US4JIykUvnFpxMXp0lWv,https://api.spotify.com/v1/audio-analysis/20US4JIykUvnFpxMXp0lWv,0.527,0.891,2,-5.209,1,0.0759,0.0068,0.723,0.0618,0.458,108.57,171667,4,4
59,1udKn1oNKYQSQ9OmiIWCMu,https://api.spotify.com/v1/audio-analysis/1udKn1oNKYQSQ9OmiIWCMu,0.553,0.738,0,-7.963,1,0.0457,0.213,0.0,0.339,0.759,138.602,125827,4,4
60,6YffUZJ2R06kyxyK6onezL,https://api.spotify.com/v1/audio-analysis/6YffUZJ2R06kyxyK6onezL,0.659,0.585,7,-8.189,1,0.0288,0.623,0.000213,0.348,0.784,104.111,158427,4,4
61,0QwZfbw26QeUoIy82Z2jYp,https://api.spotify.com/v1/audio-analysis/0QwZfbw26QeUoIy82Z2jYp,0.476,0.717,9,-9.192,1,0.0949,0.0382,7.61e-05,0.0818,0.753,93.584,166267,4,4
62,6FT83pFXKhDlXDsNJFAHWz,https://api.spotify.com/v1/audio-analysis/6FT83pFXKhDlXDsNJFAHWz,0.525,0.852,7,-9.519,1,0.222,0.731,5.11e-05,0.218,0.884,157.404,161907,4,3
63,3Xls4cNOwy01dtrNXb1inG,https://api.spotify.com/v1/audio-analysis/3Xls4cNOwy01dtrNXb1inG,0.553,0.576,0,-13.458,1,0.0304,0.191,0.00664,0.0365,0.457,109.827,298333,4,4
64,7uEcCGtM1FBBGIhPozhJjv,https://api.spotify.com/v1/audio-analysis/7uEcCGtM1FBBGIhPozhJjv,0.51,0.488,7,-10.304,1,0.0304,0.256,0.0,0.11,0.649,125.683,179613,4,4
65,4uGIJG1jYFonGc4LGp5uQL,https://api.spotify.com/v1/audio-analysis/4uGIJG1jYFonGc4LGp5uQL,0.504,0.578,4,-9.302,1,0.031,0.408,0.0,0.321,0.654,132.411,174840,4,4
66,74VR3AkGPhbYXnxcOYa16x,https://api.spotify.com/v1/audio-analysis/74VR3AkGPhbYXnxcOYa16x,0.259,0.473,5,-8.275,1,0.0295,0.592,0.0,0.201,0.539,90.348,157867,4,4
67,0OQcEcs36ckWOB1nywhmBV,https://api.spotify.com/v1/audio-analysis/0OQcEcs36ckWOB1nywhmBV,0.351,0.764,9,-5.624,1,0.0366,0.00422,0.441,0.0197,0.504,166.656,210000,4,4
68,0zGLlXbHlrAyBN1x6sY0rb,https://api.spotify.com/v1/audio-analysis/0zGLlXbHlrAyBN1x6sY0rb,0.421,0.285,2,-9.43,0,0.0293,0.829,1.55e-06,0.233,0.402,85.861,196133,4,1
69,2HoqbEOXgbDSLZ5XCePEXt,https://api.spotify.com/v1/audio-analysis/2HoqbEOXgbDSLZ5XCePEXt,0.598,0.571,8,-12.616,0,0.139,0.704,0.0,0.513,0.962,173.141,119880,4,4
70,0mbS3VwRbO6HVBMPXnzOGA,https://api.spotify.com/v1/audio-analysis/0mbS3VwRbO6HVBMPXnzOGA,0.423,0.384,9,-12.503,1,0.0315,0.729,4.11e-06,0.27,0.521,90.43,182000,4,4
71,6RJK553YhstRzyKA4mug09,https://api.spotify.com/v1/audio-analysis/6RJK553YhstRzyKA4mug09,0.638,0.428,9,-12.156,0,0.0687,0.252,0.0,0.132,0.901,139.434,112800,4,4
72,3AhXZa8sUQht0UEdBJgpGc,https://api.spotify.com/v1/audio-analysis/3AhXZa8sUQht0UEdBJgpGc,0.482,0.721,0,-6.839,1,0.0321,0.731,0.0,0.189,0.557,95.263,369600,4,4
73,6MTd61g9zq6CB1FnJydjEb,https://api.spotify.com/v1/audio-analysis/6MTd61g9zq6CB1FnJydjEb,0.757,0.725,2,-7.259,1,0.0275,0.399,0.0,0.108,0.965,122.439,167213,4,4
74,1UKobFsdqNXQb8OthimCKe,https://api.spotify.com/v1/audio-analysis/1UKobFsdqNXQb8OthimCKe,0.483,0.159,7,-13.648,1,0.0353,0.914,0.0,0.111,0.423,146.721,157893,4,1
75,2fDHuS1PTkHBbCWWZF1ph9,https://api.spotify.com/v1/audio-analysis/2fDHuS1PTkHBbCWWZF1ph9,0.621,0.524,0,-15.269,1,0.0803,0.0652,0.00199,0.893,0.889,110.586,162653,4,4
76,5K09WxKdlkroDyEVyOSySy,https://api.spotify.com/v1/audio-analysis/5K09WxKdlkroDyEVyOSySy,0.603,0.271,5,-10.083,1,0.0284,0.679,0.0,0.141,0.405,110.89,165333,3,2
77,4c4jJJoaiY21t2TyRZgdWS,https://api.spotify.com/v1/audio-analysis/4c4jJJoaiY21t2TyRZgdWS,0.64,0.651,4,-14.981,0,0.0517,0.142,0.28,0.0341,0.801,111.676,271573,4,4
78,1GY8zOFi8rC39xXnD0tKO8,https://api.spotify.com/v1/audio-analysis/1GY8zOFi8rC39xXnD0tKO8,0.678,0.544,4,-9.468,0,0.0326,0.668,9.62e-06,0.103,0.963,122.735,171027,4,4
79,65jrjEhWfAvysKfnojk1i0,https://api.spotify.com/v1/audio-analysis/65jrjEhWfAvysKfnojk1i0,0.747,0.226,7,-13.635,1,0.0414,0.908,0.000168,0.107,0.778,123.792,161960,4,4
80,1WN4uNclrDuczTO3bCr8s1,https://api.spotify.com/v1/audio-analysis/1WN4uNclrDuczTO3bCr8s1,0.512,0.771,4,-7.006,1,0.0402,0.168,0.0,0.0895,0.803,129.639,160907,4,4
81,18GiV1BaXzPVYpp9rmOg0E,https://api.spotify.com/v1/audio-analysis/18GiV1BaXzPVYpp9rmOg0E,0.38,0.0993,2,-20.567,1,0.0509,0.914,2.32e-05,0.0605,0.44,174.874,165427,4,1
82,6PgVDY8GTkxF3GmhVGPzoB,https://api.spotify.com/v1/audio-analysis/6PgVDY8GTkxF3GmhVGPzoB,0.803,0.338,6,-14.029,1,0.0349,0.196,0.038,0.097,0.912,106.841,155707,4,4
83,1xKQbqQtQWrtQS47fUJBtl,https://api.spotify.com/v1/audio-analysis/1xKQbqQtQWrtQS47fUJBtl,0.443,0.727,4,-7.951,1,0.145,0.263,0.000141,0.169,0.566,160.82,253333,4,4
84,1INWPr855fwWdAOeecbu0W,https://api.spotify.com/v1/audio-analysis/1INWPr855fwWdAOeecbu0W,0.604,0.709,8,-6.377,1,0.158,0.0987,0.0,0.0551,0.907,167.832,137360,4,4
85,6LbbHFEajG9e4m0G3L47c4,https://api.spotify.com/v1/audio-analysis/6LbbHFEajG9e4m0G3L47c4,0.543,0.715,2,-8.89,1,0.0356,0.0192,0.0,0.256,0.468,124.011,180943,4,4
86,1DndHckdH9m5rp6gYP086b,https://api.spotify.com/v1/audio-analysis/1DndHckdH9m5rp6gYP086b,0.364,0.607,2,-9.791,1,0.125,0.451,0.0,0.251,0.598,79.987,171600,4,4
87,6sPOmDulFtLzfX25zICNrC,https://api.spotify.com/v1/audio-analysis/6sPOmDulFtLzfX25zICNrC,0.659,0.513,0,-7.186,1,0.0293,0.315,0.0,0.283,0.855,133.609,177533,4,4
88,3898C4AbdbptwYet6547e5,https://api.spotify.com/v1/audio-analysis/3898C4AbdbptwYet6547e5,0.664,0.194,5,-15.487,0,0.0357,0.909,3.85e-05,0.0829,0.443,129.863,321827,4,1
89,2DpJ9T2RVRanZcYFHKOAfA,https://api.spotify.com/v1/audio-analysis/2DpJ9T2RVRanZcYFHKOAfA,0.547,0.335,4,-9.2,0,0.0307,0.747,0.0,0.101,0.474,115.838,154733,3,2
90,63OFKbMaZSDZ4wtesuuq6f,https://api.spotify.com/v1/audio-analysis/63OFKbMaZSDZ4wtesuuq6f,0.438,0.71,2,-12.412,1,0.0919,0.262,0.537,0.221,0.53,145.928,210373,4,4
91,4yQw7FR9lcvL6RHtegbJBh,https://api.spotify.com/v1/audio-analysis/4yQw7FR9lcvL6RHtegbJBh,0.687,0.63,6,-10.817,1,0.0389,0.251,0.0,0.221,0.926,110.051,139733,4,4
92,2AxCeJ6PSsBYiTckM0HLY7,https://api.spotify.com/v1/audio-analysis/2AxCeJ6PSsBYiTckM0HLY7,0.214,0.91,8,-6.662,1,0.389,0.477,0.00833,0.0517,0.448,175.549,313373,4,3
