,realSum,person_capacity,multi,biz,cleanliness_rating,guest_satisfaction_overall,bedrooms,dist,metro_dist,attr_index_norm,rest_index_norm,lng,lat,room_shared_True,room_private_True,host_is_superhost_True,weekend_yes
2493,151.5,2.0,0,1,9,90.0,1,3.09,1.18,14.364544085212296,32.66847637496137,12.465,41.9,0,1,0,1
2494,196.39,6.0,0,0,9,87.0,2,1.41,1.26,6.260090077273819,16.928241209715484,12.519,41.899,0,0,0,1
2495,148.93,3.0,0,0,10,100.0,1,2.31,0.25,5.2639691668594,14.61920764995378,12.526,41.89,0,0,0,1
2496,202.46,4.0,0,1,10,89.0,1,0.6,0.44,16.800959454948398,29.80817796908394,12.49871,41.89615,0,0,0,1
2497,237.07,2.0,0,1,10,89.0,1,1.13,0.25,19.531066360245863,40.194326791934,12.49068,41.89554,0,0,0,1
2498,196.39,4.0,0,1,9,92.0,1,4.79,0.21,7.902565439212694,16.82741397978173,12.44551,41.90869,0,0,0,1
2499,485.35,6.0,1,0,10,100.0,3,3.39,1.04,6.925208410007384,16.446857705715413,12.47227,41.92158,0,0,1,1
2500,196.39,6.0,0,1,9,84.0,3,4.14,0.45,8.610691158966674,21.206062084313984,12.4549,41.91264,0,0,0,1
2501,164.36,2.0,0,1,10,89.0,1,1.59,0.49,17.740796236075308,25.89736260951095,12.49515,41.88762,0,1,1,1
2502,235.9,4.0,1,0,10,95.0,2,2.7,1.43,18.28959191372015,51.23197823052207,12.47,41.898,0,0,0,1
2503,127.18,4.0,0,0,10,96.0,2,4.5,0.45,5.2914092663650445,14.503645466678089,12.47898,41.86429,0,1,0,1
2504,104.04,4.0,0,0,8,65.0,1,1.11,0.13,9.448229276150082,21.57590057723673,12.5072,41.8916,0,1,0,1
2505,92.35,2.0,0,0,10,98.0,1,3.15,0.79,4.000053345866132,11.693874108902582,12.53879,41.90842,0,1,1,1
2506,184.93,5.0,1,0,10,97.0,1,1.12,0.83,7.349046601488885,21.2241739778264,12.514,41.896,0,0,0,1
2507,208.08,4.0,0,1,10,90.0,1,2.84,1.16,7.046099124493142,16.564107285016853,12.483,41.922,0,0,0,1
2508,150.33,3.0,1,0,10,95.0,1,3.74,1.48,10.806058788273909,23.284325641699883,12.45771,41.89574,0,0,0,1
2509,373.37,5.0,1,0,10,99.0,2,2.0,0.41,5.154597633539335,14.384839266358574,12.523,41.91,0,0,1,1
2510,130.69,4.0,0,1,8,86.0,1,6.91,0.59,2.2851654441378355,6.442304702110864,12.57892,41.87667,0,0,0,1
2511,142.15,2.0,0,1,7,80.0,1,2.82,1.39,6.699496060721087,16.200733845673756,12.48589,41.92314,0,0,0,1
2512,131.63,3.0,0,1,9,83.0,1,1.5,0.24,18.86826130781781,36.34790500790334,12.485,41.905,0,1,0,1
2513,205.74,4.0,0,1,10,100.0,1,1.21,0.55,13.883847662099535,24.622057688068207,12.4999,41.89012,0,0,0,1
2514,161.78,4.0,1,0,10,93.0,1,4.33,1.11,8.653620090338,18.43929176090524,12.4507,41.89478,0,0,0,1
2515,208.08,5.0,0,0,10,98.0,1,2.55,0.09,4.978016566960262,13.869462575099828,12.52756,41.88781,0,0,1,1
2516,167.63,4.0,0,0,10,95.0,2,5.2,2.6,5.166566950229777,13.772813577018724,12.451,41.874,0,0,0,1
