,realSum,person_capacity,multi,biz,cleanliness_rating,guest_satisfaction_overall,bedrooms,dist,metro_dist,attr_index_norm,rest_index_norm,room_shared_True,room_private_True,host_is_superhost_True,weekend_yes
1791,353.96,2.0,0,1,8,75.0,0,4.21,0.58,23.4651445684224,12.37210314707368,0,0,0,0
1792,353.96,2.0,0,1,8,77.0,0,4.18,0.43,24.470580241232508,12.967742618258011,0,0,0,0
1793,353.96,2.0,0,1,9,91.0,0,4.19,0.43,24.470374618774247,12.967618598926292,0,0,0,0
1794,333.26,4.0,0,1,8,88.0,1,2.71,0.45,26.69996691657443,15.88683096996331,0,1,0,0
1795,180.86,2.0,0,0,10,100.0,0,5.2,0.25,17.094130897955456,9.682440378807856,0,1,0,0
1796,310.21,2.0,0,1,9,85.0,1,2.83,0.5,37.75518751922953,16.82472245883302,0,1,0,0
1797,85.37,2.0,0,1,8,85.0,1,5.45,1.13,17.425757230761118,8.82144558257069,0,1,0,0
1798,129.12,2.0,0,1,8,79.0,1,4.57,0.7,23.00871125591347,11.27860549374737,0,1,0,0
1799,90.55,2.0,0,0,9,98.0,1,7.51,2.65,11.965833790202131,6.006919083235619,0,1,0,0
1800,181.33,2.0,0,0,10,100.0,1,7.92,0.82,11.283926336640093,5.996332003363512,0,1,0,0
1801,3874.97,2.0,1,0,10,100.0,2,7.68,0.52,12.202335379382058,6.753339429549819,0,0,0,0
1802,113.6,3.0,1,0,8,78.0,1,8.01,3.29,11.18512561451178,5.666306456875279,0,1,0,0
1803,555.28,2.0,0,0,10,90.0,1,4.47,0.33,22.29706076478567,12.436331868743109,1,0,0,0
1804,159.22,2.0,0,0,10,99.0,1,7.89,4.5,10.352585683660209,5.316157473937802,0,1,1,0
1805,635.48,6.0,1,0,9,93.0,2,4.15,0.77,19.84351929200959,12.292127981394357,0,0,0,0
1806,152.4,3.0,0,1,8,72.0,1,8.08,0.42,10.73176625556243,5.697717916567267,0,1,0,0
1807,146.05,2.0,0,1,9,90.0,1,8.11,0.28,10.726486757910983,5.690202883870464,0,1,0,0
1808,135.7,2.0,0,1,9,90.0,1,8.05,0.36,10.789633311734615,5.727366963445302,0,1,0,0
1809,1356.33,4.0,0,1,10,100.0,2,0.89,0.36,55.63031376049676,29.209199627791367,0,0,0,0
1810,237.78,2.0,1,0,10,100.0,1,1.78,0.59,36.178257543732975,19.600842603776183,0,1,0,0
1811,492.25,6.0,0,1,10,90.0,1,3.71,0.16,31.20886420881365,14.749201018662973,0,0,0,0
1812,245.54,3.0,0,1,9,88.0,1,2.88,0.33,24.856766418497624,14.884105400262948,0,1,0,0
1813,904.07,2.0,0,0,9,93.0,1,2.9,0.63,26.000156423263004,14.81650302543056,0,0,0,0
1814,109.83,2.0,1,0,7,80.0,1,9.93,0.58,7.835152795347231,4.563008443282972,0,1,1,0
1815,113.6,2.0,1,0,10,100.0,1,8.26,0.37,9.37917679295814,5.463482712229176,0,1,1,0
1816,116.18,2.0,0,0,9,96.0,1,8.13,1.68,11.96141130837774,5.977997705317054,0,1,1,0
1817,148.64,2.0,0,0,10,100.0,1,5.43,0.43,13.942991088325604,7.47414076085523,0,1,0,0
1818,696.16,4.0,0,0,10,95.0,2,4.75,1.4,16.454337045382257,9.538165703118334,0,0,0,0
1819,161.57,2.0,0,0,10,100.0,1,5.59,0.46,13.635723343733831,7.312046145928253,0,1,0,0
1820,474.14,5.0,0,1,9,70.0,1,1.23,0.27,50.45864966364224,28.292464427103592,0,0,0,0
1821,154.99,2.0,1,0,9,95.0,1,8.96,3.84,8.732080021881519,4.668685716196796,0,1,0,0
1822,549.17,2.0,1,0,8,80.0,0,3.66,0.32,23.28734553433853,16.78957653324816,0,0,0,0
1823,190.97,2.0,1,0,8,88.0,1,5.19,0.29,15.798990512008189,8.520980180780217,0,1,0,0
1824,400.53,2.0,0,0,10,100.0,1,3.77,0.56,21.059043578649455,12.456991689564978,0,0,0,0
1825,215.67,2.0,0,0,9,88.0,1,2.12,0.45,32.30884318582273,17.975448713267685,0,1,0,0
1826,180.86,2.0,1,0,10,100.0,1,7.29,0.49,10.642060043237676,6.016526527323936,0,1,0,0
1827,791.88,4.0,0,1,10,100.0,1,7.52,0.45,12.430811307116262,6.934242934398509,0,0,0,0
1828,783.18,5.0,0,1,9,100.0,1,7.55,0.7,12.326221641095575,6.611358991769861,0,0,0,0
1829,783.18,4.0,0,1,10,100.0,1,7.52,0.65,12.38227771159381,6.674035542617456,0,0,0,0
1830,857.5,6.0,0,1,8,60.0,3,5.62,0.82,13.447111038650425,7.2710951455386414,0,0,0,0
1831,847.15,2.0,1,0,10,100.0,1,2.94,0.08,30.909139410426977,17.12801182184298,0,0,0,0
1832,214.49,2.0,1,0,10,100.0,1,10.02,0.72,7.759410793276328,4.456907580166803,0,1,0,0
1833,135.7,2.0,0,0,10,99.0,1,8.39,4.16,9.612938090768942,4.968633987131107,0,1,1,0
1834,1013.9,4.0,0,1,7,73.0,2,0.2,0.2,84.82886279825294,40.67966870791059,0,0,0,0
1835,232.37,2.0,1,0,9,87.0,1,1.46,0.09,43.23795423379912,24.340169628012585,0,1,0,0
1836,284.11,2.0,1,0,10,80.0,0,7.65,0.64,12.217593008562424,6.646612874017404,0,0,0,0
1837,284.11,3.0,0,1,8,90.0,0,7.6,0.68,12.27223355906213,6.616104557411598,0,0,0,0
1838,162.75,2.0,0,0,10,100.0,1,4.39,1.07,20.32082153546981,11.50993433018238,0,1,0,0
1839,135.7,2.0,0,0,10,100.0,1,9.02,5.31,9.064941673630724,4.860192596539368,0,1,0,0
1840,187.21,2.0,0,0,10,100.0,1,6.74,1.76,11.747959763829533,6.801429517860651,0,1,0,0
1841,1808.37,5.0,0,1,10,100.0,0,3.71,0.31,22.69313377848329,16.005301696505374,0,1,0,0
1842,1808.37,5.0,0,1,10,100.0,1,3.7,0.4,23.36257937968889,17.317758855276384,0,1,0,0
1843,497.42,3.0,0,1,9,95.0,1,7.73,0.42,12.171610610877853,6.97043248475758,0,0,0,0
1844,130.53,3.0,0,1,9,92.0,1,4.82,0.6,18.78739020572884,10.779685738505314,0,1,0,0
1845,213.08,2.0,0,0,10,80.0,1,7.85,0.9,10.890362790044904,5.847338016957977,0,1,0,0
1846,346.43,2.0,1,0,9,100.0,1,3.77,0.56,21.0456625372372,12.448355520401275,0,1,1,0
1847,355.14,4.0,0,1,7,76.0,1,4.04,0.9,18.79020459976148,11.383046643938028,0,0,0,0
1848,360.31,4.0,0,0,9,99.0,1,4.33,1.05,18.572157378804548,10.877451345678091,0,0,1,0
1849,573.63,2.0,0,1,10,99.0,1,0.44,0.15,79.13864893134163,46.85536047727543,0,0,0,0
1850,462.38,4.0,0,1,9,93.0,2,1.53,0.42,37.741631287960594,25.73266011290805,0,0,0,0
1851,722.03,4.0,0,1,9,90.0,2,4.1,0.53,22.666178102670663,11.558761987892556,0,0,0,0
1852,645.83,2.0,0,1,9,87.0,1,1.19,0.24,53.80693146837508,25.97968770424176,0,0,0,0
1853,722.03,4.0,0,1,10,96.0,2,4.16,0.6,21.69715549273478,11.258923391895236,0,0,0,0
1854,1011.55,2.0,0,1,10,100.0,1,0.5,0.07,75.26928784377162,42.25986688674917,0,0,0,0
1855,1011.55,2.0,0,1,10,90.0,1,0.28,0.18,84.63588185086941,42.86343068638536,0,0,0,0
1856,1011.55,2.0,0,1,10,87.0,1,0.3,0.2,89.50936632464216,43.20019918028557,0,0,0,0
1857,1068.23,6.0,0,1,7,93.0,2,0.42,0.08,67.63218500767864,48.29361413074918,0,0,0,0
1858,311.16,2.0,0,0,10,90.0,0,5.43,2.71,14.56885576520671,7.231533296765609,0,0,0,0
1859,568.45,6.0,0,1,10,100.0,2,9.66,0.32,8.054373086336849,4.920125239626824,0,0,0,0
1860,129.12,2.0,1,0,9,86.0,1,9.16,4.03,8.54838981003139,4.574644453652484,0,1,0,0
1861,121.36,2.0,0,0,10,95.0,1,7.75,0.52,11.339096741238734,6.02348567076731,0,1,1,0
1862,253.06,2.0,1,0,5,50.0,0,8.17,0.71,11.704534279567806,6.215585832700988,0,0,0,0
1863,514.12,5.0,1,0,2,20.0,2,8.42,0.76,11.532350594696018,6.0109812818329305,0,0,0,0
1864,734.97,6.0,0,0,9,88.0,1,3.98,0.3,29.7864600896817,13.662577917992364,0,0,0,0
1865,258.24,2.0,0,1,9,85.0,1,1.77,0.44,35.70257783025294,20.492648794308217,0,1,0,0
1866,228.6,2.0,0,0,8,90.0,0,9.43,4.45,9.327748962968204,4.809312412325426,0,0,0,0
1867,467.56,4.0,0,1,10,96.0,1,1.47,0.34,41.37081184568572,22.681998338112432,0,0,0,0
1868,258.24,3.0,1,0,8,90.0,1,9.82,4.8,8.031935224185265,4.330340116829453,0,0,0,0
1869,174.51,2.0,1,0,10,100.0,1,5.47,0.67,13.784674095491836,7.543133461502537,0,1,0,0
1870,800.58,2.0,1,0,10,100.0,1,3.58,0.21,22.656593522091136,13.925956841316124,0,1,0,0
1871,387.59,2.0,0,1,10,100.0,1,3.25,0.26,25.149161901791445,14.371750392534189,0,0,0,0
1872,231.66,2.0,1,0,10,100.0,1,4.91,1.97,16.29762608656453,8.903205276866618,0,1,0,0
1873,251.89,3.0,0,1,10,90.0,0,5.1,1.86,15.726085259840536,9.113759711663937,0,0,1,0
1874,157.58,2.0,1,0,10,100.0,1,6.73,0.41,11.400524085771432,6.4594352319555615,0,1,0,0
1875,147.23,2.0,0,0,8,85.0,1,7.47,1.13,12.02119493363054,6.420202409685212,0,1,0,0
1876,95.49,2.0,0,1,8,79.0,1,8.16,0.86,11.666847924719365,6.123974516081215,0,1,0,0
1877,403.82,3.0,0,1,6,40.0,0,2.97,0.35,29.209390836378784,14.712043972783816,0,0,0,0
1878,477.67,3.0,1,0,9,83.0,1,2.62,0.53,27.104210489746773,16.05296037374305,0,0,0,0
1879,138.29,2.0,0,1,8,75.0,1,5.49,0.38,16.01861082737434,8.925573836472848,0,1,0,0
1880,154.99,2.0,0,1,8,82.0,1,3.15,0.52,23.512373915858788,13.604450087699345,0,1,0,0
1881,297.04,3.0,0,0,8,76.0,1,4.83,0.6,18.57534274773685,10.897945358763025,0,0,0,0
1882,586.33,4.0,0,1,10,90.0,1,3.27,0.43,30.904230914428098,15.251680086686406,0,0,0,0
1883,146.05,5.0,0,1,9,80.0,1,5.47,0.41,16.000310560344218,8.945329539844945,0,1,0,0
1884,397.94,4.0,0,1,9,84.0,1,3.42,0.03,23.994048161972767,14.79131480666894,0,0,0,0
1885,129.12,2.0,0,1,7,80.0,1,2.43,0.6,28.38492814702361,16.490819104955044,0,1,0,0
1886,15499.89,3.0,0,1,10,95.0,3,0.27,0.23,76.48944648740293,42.22837674632133,0,0,1,0
1887,219.67,2.0,1,0,10,100.0,1,8.08,0.8,11.514270420879026,6.228425990381358,0,1,1,0
1888,123.94,2.0,0,1,9,87.0,0,8.65,1.54,11.652129041629912,5.765572666311023,0,1,0,0
1889,489.43,2.0,0,0,10,100.0,1,2.61,0.19,39.40349741603036,18.680920631012874,0,0,0,0
1890,180.86,2.0,1,0,9,79.0,0,5.99,0.25,14.86655509278453,8.77641790394825,0,0,0,0
1891,5166.63,3.0,0,1,10,99.0,2,0.37,0.13,67.63577426230289,43.59630898267056,0,1,1,0
1892,183.45,2.0,1,0,9,96.0,1,3.65,0.34,23.463612917398,12.567086686404163,0,1,0,0
1893,207.91,2.0,0,0,8,87.0,1,1.61,0.33,40.21750256078752,21.120767464160963,0,1,0,0
1894,714.27,2.0,0,1,10,96.0,1,0.35,0.23,65.83401171316856,35.5095845331969,0,0,0,0
1895,714.27,2.0,0,1,10,90.0,1,0.37,0.15,65.530928481108,41.18666773115911,0,0,0,0
1896,758.95,6.0,0,1,6,80.0,2,4.37,0.36,23.33109411875974,12.582310188213,0,0,0,0
1897,205.56,2.0,0,1,10,100.0,1,9.95,0.75,7.815172293509525,4.486097618050991,0,1,0,0
1898,214.49,4.0,1,0,9,88.0,1,2.17,0.53,32.95457695483508,15.6953578184602,0,1,0,0
1899,387.83,2.0,0,0,10,100.0,1,5.61,1.58,13.791766659496757,8.097712373432511,0,1,0,0
1900,239.19,3.0,1,0,9,92.0,1,4.26,0.44,22.73941591071164,11.20813097729303,0,1,1,0
1901,116.42,2.0,0,0,9,93.0,1,5.18,0.41,16.947256180502013,9.599352271273087,0,1,0,0
1902,197.79,2.0,0,1,9,85.0,1,3.43,0.34,25.67446787423048,13.717858119282274,0,1,0,0
1903,544.23,3.0,0,1,9,84.0,0,0.36,0.14,67.82310942851801,43.04375352659442,0,0,0,0
1904,246.95,2.0,0,1,9,80.0,1,3.4,0.36,25.551470447279797,13.62245938638478,0,1,0,0
1905,963.1,4.0,0,1,8,80.0,2,0.21,0.14,76.14983672359321,36.91149716650365,0,0,0,0
1906,231.43,2.0,0,1,8,80.0,1,3.3,0.36,25.440463016821123,13.763282974759315,0,1,0,0
1907,157.81,3.0,0,0,6,70.0,1,2.47,0.58,28.021376342455195,16.04630404453439,0,1,0,0
1908,142.29,2.0,1,0,8,80.0,1,7.92,0.91,11.893800241894086,6.294626425368585,0,1,0,0
1909,126.77,2.0,1,0,10,97.0,1,6.79,1.12,12.62280368072518,6.867839735272847,0,1,0,0
1910,530.12,4.0,0,1,9,90.0,1,3.19,0.61,29.283046181048935,14.336023035100313,0,0,0,0
1911,530.12,4.0,0,1,9,93.0,1,3.19,0.58,28.4248144585457,14.032265168900771,0,0,0,0
1912,530.12,4.0,0,1,9,100.0,1,3.25,0.64,28.20189468966541,13.963210890486527,0,0,0,0
1913,530.12,4.0,0,1,4,40.0,1,3.21,0.55,29.66346957574811,14.46302523429428,0,0,0,0
1914,468.26,2.0,1,0,10,96.0,0,2.81,0.57,35.17287512137574,15.962702920923505,0,0,0,0
1915,620.43,4.0,0,1,6,65.0,2,4.24,0.5,23.61098142366153,12.573686103542748,0,0,0,0
1916,491.31,2.0,0,1,8,70.0,1,4.17,0.51,24.234314916305337,12.675560237767314,0,0,0,0
1917,91.72,2.0,1,0,9,91.0,1,11.82,5.53,7.223553200315718,3.81154795925542,0,1,0,0
1918,135.7,2.0,0,0,10,100.0,1,4.52,1.8,17.10537959552491,8.331608974157717,0,1,0,0
1919,135.94,2.0,0,1,10,90.0,1,5.51,0.47,15.784846732917233,8.846470448137692,0,1,0,0
1920,432.98,3.0,0,0,8,80.0,2,3.32,0.44,30.00800032121492,14.546186474555393,0,0,0,0
1921,146.05,5.0,0,1,10,100.0,1,5.53,0.68,15.505733891891344,8.798334560668478,0,1,0,0
1922,452.27,4.0,0,1,10,100.0,1,0.68,0.33,56.07306643972709,53.81673273498095,0,0,0,0
1923,452.27,6.0,0,1,10,100.0,1,0.77,0.17,54.22111431441764,40.68815048789018,0,0,0,0
1924,139.47,2.0,0,0,10,95.0,1,8.6,1.29,9.074548063024992,5.244643601526279,0,1,0,0
1925,129.12,2.0,0,0,10,100.0,2,6.98,1.84,11.011117308680149,5.900695915045243,0,1,0,0
1926,357.02,2.0,1,0,9,87.0,1,3.22,0.29,27.89506932652288,16.725390166673986,0,1,0,0
1927,245.54,2.0,0,1,10,90.0,1,3.17,0.56,30.203677311138836,14.58297805814304,0,0,0,0
1928,245.54,2.0,0,1,10,80.0,1,3.25,0.63,28.212350704024725,13.96688032084216,0,0,0,0
1929,245.54,2.0,0,1,10,80.0,1,3.18,0.58,28.608164348814203,14.117065907408858,0,0,0,0
1930,652.88,2.0,0,1,10,83.0,1,0.84,0.41,49.55136241699299,43.64313766124242,0,0,0,0
1931,77.61,2.0,0,0,10,87.0,1,10.58,5.02,8.153955232013773,4.279831964073833,0,1,0,0
1932,99.72,2.0,0,0,10,100.0,1,7.69,2.46,12.191405833944934,6.03435667474175,0,1,0,0
1933,314.21,3.0,0,1,10,100.0,1,6.65,0.33,11.530920944712696,6.514536298824845,0,1,0,0
1934,290.69,2.0,0,1,10,80.0,1,6.87,0.54,11.193274375172916,6.382195586058444,0,1,0,0
1935,129.12,2.0,0,1,10,89.0,1,6.84,2.75,12.426902091034703,6.235623802607295,0,1,0,0
1936,288.34,2.0,0,0,9,92.0,1,6.1,1.02,12.528396120111433,6.739390700958905,0,0,0,0
1937,525.88,2.0,0,1,10,60.0,0,3.21,0.5,30.554726653578285,14.918300689249904,0,0,0,0
1938,258.71,2.0,1,0,10,97.0,1,6.3,1.15,14.643164481275855,7.656254814333521,0,1,1,0
1939,206.73,2.0,1,0,10,100.0,1,6.41,1.17,14.373319918494117,7.613710899755423,0,1,1,0
1940,258.71,2.0,1,0,10,99.0,1,6.4,1.22,14.38411360767068,7.67396679123825,0,1,1,0
1941,258.71,2.0,1,0,8,84.0,1,6.45,1.13,14.280974979744926,7.670686719841409,0,1,1,0
1942,967.1,4.0,0,1,10,100.0,2,4.16,0.25,21.02062483212143,13.494164008563574,0,0,0,0
1943,239.19,3.0,0,0,10,90.0,1,9.28,0.19,9.877519667459442,5.115876718909513,0,1,0,0
1944,616.67,3.0,0,1,8,60.0,1,3.3,0.38,31.73209574907617,15.509844267615458,0,0,0,0
1945,456.27,5.0,0,1,10,100.0,1,9.28,0.31,10.01319494566059,5.164826202171352,0,0,0,0
1946,161.57,2.0,0,1,10,100.0,1,8.35,1.1,10.898203820010892,5.768895963273794,0,1,0,0
1947,224.84,2.0,1,0,10,100.0,1,5.09,1.77,15.548642157525649,8.97319434276564,0,1,0,0
1948,89.37,2.0,0,1,9,87.0,0,8.48,1.45,11.612244120876088,5.789648258856343,0,1,0,0
1949,387.83,2.0,0,0,10,100.0,1,3.6,0.14,27.22496049835873,14.389916217596642,0,1,0,0
1950,194.03,2.0,0,1,9,87.0,1,1.3,0.32,42.23062677381665,29.019097310908183,0,1,0,0
1951,245.77,2.0,0,1,10,95.0,1,1.44,0.38,39.46604273082824,26.527934470018145,0,1,0,0
1952,319.39,6.0,0,1,10,98.0,2,9.93,0.71,7.829126120578528,4.510611920688637,0,1,0,0
1953,179.92,2.0,0,1,10,80.0,1,9.83,0.6,7.91116327368296,4.6204098005894005,0,1,0,0
1954,603.97,4.0,0,0,9,90.0,2,7.54,0.18,11.19319298963433,7.148734652277488,0,0,0,0
1955,100.9,2.0,0,1,9,88.0,1,5.29,0.38,16.559193790137368,9.31923892601236,0,1,0,0
1956,100.9,2.0,0,1,9,90.0,1,5.31,0.23,16.67991735463374,9.353537871299764,0,1,0,0
1957,429.22,5.0,0,1,10,100.0,1,8.44,0.97,10.660517115713573,5.624273276330214,0,0,0,0
1958,387.83,4.0,0,0,7,73.0,1,5.8,0.15,13.9152931454859,8.312669245478894,0,0,0,0
1959,295.87,2.0,0,1,10,95.0,0,4.58,0.42,20.662755937830244,12.017558357917473,0,0,1,0
1960,168.16,2.0,0,0,9,93.0,1,8.04,0.66,11.795765256557235,6.312555572743565,0,1,0,0
1961,100.9,2.0,0,1,9,92.0,1,5.2,0.37,16.89435354296299,9.549397649978497,0,1,0,0
1962,166.75,2.0,1,0,6,60.0,1,7.77,1.33,12.101163598958498,6.168944299283239,0,1,0,0
1963,123.0,2.0,0,0,9,93.0,1,5.87,0.75,14.572840180287786,8.144278121240369,0,1,0,0
1964,170.75,3.0,1,0,9,92.0,1,7.57,0.67,10.205807769869276,5.901153110026637,0,0,0,0
1965,374.66,2.0,0,1,8,72.0,1,4.0,1.33,19.20118324692247,9.044846162859038,0,0,0,0
1966,206.73,2.0,1,0,8,85.0,1,7.68,0.58,10.065275988766754,5.819808048737399,0,0,0,0
1967,245.77,2.0,0,1,8,89.0,1,1.36,0.35,40.59511311742011,27.98861519709229,0,1,0,0
1968,218.49,2.0,1,0,9,91.0,1,5.89,1.82,13.401244031814052,7.690741141303002,0,1,0,0
1969,200.38,2.0,1,0,10,97.0,1,5.86,1.71,13.444238925071344,7.711245506686412,0,1,0,0
1970,517.18,6.0,1,0,10,100.0,2,5.88,1.1,15.84483885142635,8.211969228467494,0,0,0,0
1971,933.47,5.0,0,0,10,90.0,3,3.73,0.17,32.41955014202169,15.61999189088444,0,0,0,0
1972,665.82,6.0,0,1,8,80.0,2,4.32,0.3,23.926697747135307,12.806964113377642,0,0,0,0
1973,347.84,2.0,0,1,10,100.0,1,4.5,0.36,21.9863647652361,12.268600982168891,0,0,0,0
1974,371.13,2.0,0,1,9,93.0,1,4.48,0.35,22.114641090973176,12.283889658810647,0,0,0,0
1975,491.31,2.0,0,0,9,90.0,1,3.74,0.76,20.04714490453444,12.690711718667432,0,1,0,0
1976,359.37,2.0,0,1,8,73.0,1,4.35,0.85,17.62885414094133,10.432097700248,0,0,0,0
1977,510.36,6.0,0,0,10,97.0,3,5.93,1.01,14.25509790773727,8.01833072831788,0,0,0,0
1978,370.89,3.0,0,1,6,70.0,1,2.76,0.65,26.265052732455626,14.988190794203046,0,0,0,0
1979,411.82,2.0,0,1,8,80.0,1,2.49,0.66,27.94874753475029,16.130092786955366,0,1,0,0
1980,336.09,4.0,0,0,9,87.0,1,5.37,0.26,14.029465370852726,7.911199101613975,0,0,0,0
1981,110.07,2.0,0,1,8,81.0,1,7.33,0.72,12.63433164066608,6.736154564164155,0,1,0,0
1982,110.07,2.0,0,1,7,87.0,1,7.42,0.79,12.49053733084776,6.6151863424752575,0,1,0,0
1983,879.14,4.0,0,1,10,100.0,2,1.17,0.37,45.29307874452631,31.375959617832404,0,0,0,0
1984,236.6,2.0,1,0,9,94.0,1,3.82,0.74,23.41105765379637,11.47541860047301,0,1,1,0
1985,162.75,4.0,0,1,9,85.0,1,3.71,0.1,27.9857869380991,13.808665214542918,0,1,0,0
1986,554.58,2.0,0,1,8,40.0,0,3.16,0.54,30.651764418825707,14.775412965184454,0,0,0,0
1987,478.37,4.0,0,1,9,87.0,1,3.1,0.5,28.918848755488625,14.193100745840724,0,0,0,0
1988,478.37,4.0,0,1,4,60.0,1,3.16,0.56,30.260969570811277,14.603119153211749,0,0,0,0
1989,478.37,4.0,0,1,9,80.0,1,3.25,0.63,28.003080270414475,13.87738262715985,0,0,0,0
1990,478.37,4.0,0,1,9,82.0,1,3.24,0.62,28.18862763669257,13.95382944244622,0,0,0,0
1991,478.37,4.0,0,1,10,98.0,1,3.16,0.53,28.23420492326131,13.955350346464524,0,0,0,0
1992,394.41,3.0,0,1,8,80.0,2,2.57,0.15,30.378568024813852,16.58008301993643,0,0,0,0
1993,213.32,3.0,0,1,9,85.0,1,3.65,0.17,25.17211956435886,13.079480725000664,0,1,0,0
1994,1118.09,6.0,0,1,10,90.0,2,0.47,0.14,66.08518794391517,54.05547398218478,0,0,0,0
1995,633.6,2.0,0,1,10,96.0,1,0.83,0.41,50.227040696820936,44.51223108921303,0,0,0,0
1996,90.55,2.0,0,0,10,97.0,1,10.1,5.62,7.9557937999518975,4.1926777978922924,0,1,0,0
1997,140.88,2.0,1,0,9,100.0,1,6.44,0.26,12.78396629623735,7.293101037984489,0,1,0,0
1998,103.48,2.0,0,0,10,100.0,1,12.58,4.3,6.900743263019256,3.5810103859152265,0,1,0,0
1999,173.33,2.0,0,0,9,84.0,1,7.43,0.59,12.51330125955131,6.791202711039097,0,1,0,0
2000,222.25,4.0,0,1,9,80.0,1,3.71,0.21,25.072199066301454,12.852018561770173,0,1,0,0
2001,116.42,2.0,1,0,9,87.0,1,13.26,8.21,6.204094515607859,3.2417599788349585,0,1,0,0
2002,284.58,4.0,0,1,10,100.0,1,5.81,2.15,13.73310708899343,8.018697694172978,0,0,0,0
2003,284.58,4.0,0,1,10,100.0,2,5.84,2.15,13.653937989500095,8.010550673777548,0,0,0,0
2004,211.91,2.0,0,0,10,100.0,1,6.42,1.29,11.928551260331238,6.378791270898078,0,1,0,0
2005,288.34,2.0,0,1,10,98.0,0,4.55,0.44,20.89840036842628,12.063934273249508,0,0,1,0
2006,351.61,2.0,0,0,10,97.0,1,4.41,0.3,22.945305504461903,13.341568153395004,0,0,0,0
2007,108.66,2.0,0,0,10,100.0,1,7.87,0.45,11.015273875097616,5.860687462823908,0,1,0,0
2008,1376.8,4.0,1,0,10,100.0,2,5.55,0.41,13.590140213110974,7.499503904768617,0,0,0,0
2009,400.76,3.0,1,0,9,87.0,0,6.38,0.52,12.594424442646831,7.294543253025538,0,0,0,0
2010,232.84,2.0,0,0,8,86.0,1,4.01,0.3,28.952125932294265,13.67773616717767,0,1,0,0
2011,649.83,5.0,0,1,10,70.0,2,5.21,0.14,14.426461273484309,8.522959232839375,0,0,0,0
2012,581.86,4.0,0,0,10,96.0,2,6.25,2.62,12.840223274203844,7.296721340863323,0,0,0,0
2013,952.75,6.0,0,1,8,88.0,2,0.65,0.33,57.22748521445181,57.745156991014525,0,0,0,0
2014,219.9,2.0,0,0,9,88.0,1,3.74,0.95,23.207176231009385,12.43804467851302,0,1,0,0
2015,206.73,2.0,0,0,10,100.0,1,6.62,1.59,11.550504910327556,6.250171616336776,0,1,0,0
2016,142.29,2.0,0,0,10,96.0,1,7.92,2.99,9.930860260016416,5.221983185716375,0,1,0,0
2017,80.2,2.0,1,0,10,100.0,1,9.33,0.74,8.321274624706664,4.773499033692635,0,1,0,0
2018,545.64,2.0,0,1,6,53.0,1,1.7,0.37,36.16709327288629,22.615280246522104,0,0,0,0
2019,517.18,5.0,0,1,10,100.0,2,5.04,0.22,14.871070667858389,8.634589484564389,0,0,0,0
2020,614.31,4.0,0,1,10,97.0,1,3.23,0.46,31.24062948851539,15.75095922029613,0,0,0,0
2021,491.31,4.0,1,0,10,92.0,2,7.56,0.46,12.382944132159036,7.293600730660064,0,0,0,0
2022,359.37,2.0,1,0,8,84.0,1,8.38,0.91,11.36780479029307,6.110199042440167,0,0,0,0
2023,157.81,2.0,0,0,10,100.0,1,9.17,1.86,8.763464116229333,5.017478704924785,0,1,0,0
2024,483.78,4.0,0,1,8,93.0,2,3.37,0.96,21.958098930631994,12.677076104099504,0,0,0,0
2025,142.29,2.0,0,0,10,100.0,1,7.63,0.09,11.01611845882559,6.904101401325254,0,1,0,0
2026,898.42,4.0,1,0,10,93.0,1,0.82,0.35,51.08495704196427,45.83851074020085,0,0,0,0
2027,357.02,4.0,0,0,9,73.0,1,0.19,0.17,87.96575418369552,42.70958351369886,0,1,0,0
2028,72.44,2.0,1,0,10,40.0,1,7.58,0.38,11.372869763025696,6.100171159453913,0,1,0,0
2029,274.23,2.0,0,1,10,100.0,1,2.97,0.38,24.20999914931902,15.09031589470438,0,1,0,0
2030,180.86,2.0,1,0,10,98.0,1,8.05,1.4,10.582001544021928,5.713087756219287,0,1,0,0
2031,458.85,4.0,1,0,10,100.0,2,8.12,0.77,11.524624909439996,6.232485584924633,0,0,1,0
2032,566.34,2.0,0,1,10,87.0,1,9.3,0.24,12.918222093663315,6.794432496137405,0,0,0,0
2033,758.95,4.0,0,1,10,100.0,2,9.37,0.28,11.99646861223918,6.187866116608697,0,0,0,0
2034,289.75,2.0,0,0,8,75.0,1,4.73,1.5,16.905578247094912,9.804151762534794,0,0,0,0
2035,601.14,2.0,0,1,10,90.0,1,9.46,0.31,10.982339866574964,5.632686567505006,0,0,0,0
2036,343.85,2.0,1,0,10,90.0,0,1.4,0.43,42.01840134725845,21.38410816842223,0,0,0,0
2037,142.29,2.0,0,1,8,84.0,1,4.06,0.47,24.22389205722628,11.913403961889104,0,1,0,0
2038,346.43,2.0,1,0,4,40.0,1,1.82,0.53,35.28591109864199,19.829548738013997,0,1,0,0
2039,290.93,2.0,0,1,10,98.0,1,4.06,0.08,28.734371378557427,15.368931132038332,0,1,0,0
2040,391.59,2.0,0,1,7,70.0,1,3.92,1.27,19.693505108965933,9.208412716699256,0,0,0,0
2041,462.85,3.0,1,0,6,60.0,2,6.34,1.38,14.50742053415517,7.921853541052674,0,1,0,0
2042,557.16,2.0,0,1,10,100.0,1,9.32,0.22,12.322908214236294,6.645454863007795,0,0,0,0
