,realSum,person_capacity,multi,biz,cleanliness_rating,guest_satisfaction_overall,bedrooms,dist,metro_dist,attr_index_norm,rest_index_norm,room_shared_True,room_private_True,host_is_superhost_True,weekend_yes
4380,584.44,5.0,0,1,8,60.0,2,3.84,0.17,18.97008936615165,9.203017316338672,0,0,0,0
4381,651.94,4.0,0,1,6,60.0,2,3.84,0.17,18.97003993608597,9.202998560143968,0,0,0,0
4382,140.17,3.0,1,0,9,91.0,1,7.71,1.84,9.993135539701283,5.999023617852492,0,1,0,0
4383,177.1,2.0,0,1,9,82.0,1,4.08,0.64,28.234154479988856,16.85803490993502,0,1,0,0
4384,213.32,2.0,1,0,10,100.0,1,6.31,0.06,13.760614215498345,8.187184371090165,0,1,0,0
4385,116.42,2.0,0,0,10,100.0,1,8.36,1.88,9.535337683126071,5.252184525168736,0,1,0,0
4386,676.17,4.0,0,1,9,90.0,1,1.43,0.5,53.05228224098851,20.059618933948745,0,0,0,0
4387,273.05,2.0,0,0,9,93.0,1,6.26,1.19,14.244075997839758,7.05400692896874,0,0,0,0
4388,388.06,2.0,1,0,8,80.0,1,4.96,0.38,18.35228650129721,10.399013821035687,0,1,1,0
4389,240.36,2.0,0,1,9,89.0,0,3.94,0.14,28.942908856843257,14.699637465327523,0,0,0,0
4390,898.66,4.0,0,1,10,90.0,2,4.32,0.58,26.07089385371248,12.171767647915932,0,0,0,0
4391,165.34,4.0,1,0,10,96.0,1,4.09,0.7,20.112885993112958,12.31709243179164,0,1,0,0
4392,271.64,2.0,0,0,10,100.0,1,2.31,0.23,30.792171934840542,17.414053420377257,0,1,0,0
4393,219.67,4.0,0,0,10,94.0,1,6.06,1.23,12.678420561186456,6.577502260890798,0,1,0,0
4394,164.4,4.0,0,1,8,72.0,1,5.12,1.08,19.24259695149139,9.462996061084244,0,1,0,0
4395,336.32,4.0,1,0,9,97.0,2,4.13,0.13,17.767182349627422,8.830059916016154,0,0,0,0
4396,165.1,2.0,1,0,6,100.0,1,7.46,1.8,10.635567521382422,5.987965373440081,0,1,0,0
4397,275.41,2.0,0,0,10,100.0,1,7.0,1.06,11.453461570131775,6.612601360932311,0,1,0,0
4398,149.82,2.0,0,0,10,100.0,1,9.09,0.98,8.532694415819032,4.821689458404348,0,1,0,0
4399,173.33,2.0,1,0,6,60.0,1,3.71,0.83,20.19710976684508,11.563497453673428,0,1,0,0
4400,174.75,2.0,0,1,9,85.0,1,4.12,0.69,25.778504597664693,15.654135716844838,0,1,0,0
4401,112.42,2.0,0,0,10,92.0,1,3.42,0.95,23.164375664218127,10.489887599736646,0,1,0,0
4402,144.64,2.0,0,0,10,100.0,0,7.01,1.61,11.315371610322668,6.649160342061782,0,1,0,0
4403,121.59,2.0,1,0,9,93.0,1,8.27,2.1,9.34940628887405,5.208452866633433,0,1,0,0
4404,436.98,4.0,0,1,8,84.0,1,5.91,0.11,14.831908893499412,8.942318351976098,0,0,0,0
4405,142.29,2.0,1,0,10,98.0,1,7.57,1.6,10.165574729234535,5.739320040285057,0,1,1,0
4406,167.92,2.0,0,1,7,69.0,0,6.02,0.39,14.682201944751029,8.807571141540622,0,1,0,0
4407,206.73,3.0,1,0,9,87.0,1,9.83,5.82,8.268283286648968,4.332294548602167,0,1,0,0
4408,168.16,2.0,0,0,4,80.0,1,5.53,0.63,14.256992052114349,7.914523815701314,0,1,0,0
4409,123.0,2.0,0,1,8,73.0,1,5.1,1.06,19.302685977211446,9.492329298275536,0,1,0,0
4410,123.0,2.0,0,1,8,78.0,1,5.11,1.0,19.193914288363707,9.494860513261258,0,1,0,0
4411,194.03,2.0,0,1,6,63.0,0,1.15,0.26,47.77715461713648,31.58612856283893,0,1,0,0
4412,159.22,2.0,1,0,10,100.0,1,4.15,0.57,30.539070250956076,12.70292445696155,0,1,0,0
4413,333.5,2.0,0,0,9,93.0,1,6.42,1.33,13.103322056415715,7.298600775495973,0,0,0,0
4414,206.73,2.0,1,0,10,100.0,1,9.14,2.19,8.535207010836597,4.75425481358424,0,1,1,0
4415,123.0,2.0,0,1,9,78.0,1,4.5,0.86,24.461813354898787,11.216058889203602,0,1,0,0
4416,2327.67,6.0,0,0,10,100.0,3,4.64,0.42,21.721020168387,11.494199945151395,0,0,0,0
4417,204.38,2.0,0,1,8,73.0,1,8.73,0.71,8.893144467362898,5.170226968349474,0,1,0,0
4418,362.19,3.0,1,0,10,98.0,0,3.12,0.25,45.16199600323326,17.9953466055045,0,0,0,0
4419,144.64,2.0,1,0,10,97.0,1,3.85,0.15,18.908812495301643,9.181182469238651,0,1,1,0
4420,147.46,2.0,0,1,9,93.0,1,6.58,0.4,13.005239249966792,7.735162386034389,0,1,0,0
4421,245.77,2.0,1,0,9,93.0,1,5.1,1.2,19.441339073380423,9.457182999520468,0,1,0,0
4422,452.74,2.0,0,0,9,92.0,1,2.2,0.52,32.483820431239664,15.42063988125178,0,0,0,0
4423,672.64,5.0,1,0,9,90.0,2,5.14,1.19,19.187009715658583,9.367596914860163,0,0,0,0
4424,311.63,2.0,0,1,10,100.0,1,4.09,0.69,25.59239153147313,15.804430074894729,0,1,0,0
4425,168.16,2.0,0,0,10,99.0,1,3.97,0.58,25.043262825114223,16.298078810390116,0,1,0,0
4426,336.32,4.0,1,0,10,100.0,2,7.08,1.65,11.20806155440173,6.53025285012366,0,0,1,0
4427,584.44,6.0,0,1,7,80.0,2,3.84,0.17,18.97007535634291,9.203015316396318,0,0,0,0
4428,284.58,2.0,1,0,10,100.0,1,9.83,0.88,8.006170052663409,4.5019741765009895,0,1,1,0
4429,310.45,5.0,1,0,10,100.0,2,7.45,2.34,10.713613455600118,5.99252516853786,0,0,0,0
4430,169.34,2.0,1,0,9,96.0,1,7.27,1.01,10.95575777734712,6.337876396281016,0,1,0,0
4431,1086.1,6.0,0,0,8,93.0,3,6.16,0.56,13.982141911958204,8.276985234928166,0,0,0,0
4432,641.36,4.0,0,1,10,100.0,3,7.08,1.08,11.846978761752124,6.665844569816199,0,0,0,0
4433,400.76,4.0,1,0,8,92.0,2,6.07,1.23,13.812812176147368,7.773324081649216,0,0,0,0
4434,150.05,2.0,0,0,9,96.0,1,6.63,1.67,11.930624145513953,6.878490919514145,0,1,0,0
4435,345.26,2.0,0,1,10,95.0,0,3.94,0.36,33.603861762990626,14.18870464214262,0,0,0,0
4436,192.62,2.0,0,1,10,90.0,1,2.28,0.18,31.088662622863943,17.57991631683747,0,1,0,0
4437,449.92,2.0,0,1,10,94.0,1,4.07,0.67,25.697661614750167,15.942661481131047,0,1,0,0
4438,398.17,2.0,0,1,9,96.0,1,4.12,0.65,26.98330416511813,16.57660203416058,0,1,0,0
4439,774.71,4.0,1,0,9,93.0,2,7.1,0.37,12.036288156700024,7.455303930794976,0,0,0,0
4440,152.64,2.0,1,0,8,100.0,1,9.26,0.36,8.494376014767125,4.827373803552193,0,1,0,0
4441,653.12,2.0,1,0,10,100.0,1,0.31,0.03,80.94587054197079,49.16075566992059,0,0,0,0
4442,226.25,4.0,0,0,8,85.0,1,6.63,1.41,12.730484482330889,7.212205663156579,0,0,0,0
4443,116.42,2.0,0,0,10,93.0,1,7.28,2.27,10.962813651703108,6.15857958871404,0,1,0,0
4444,1333.05,4.0,0,1,10,89.0,2,1.24,0.26,56.93042931620634,20.9726382683624,0,0,0,0
4445,165.57,4.0,0,1,6,70.0,1,3.89,0.12,18.74567970236789,9.125933802215435,0,1,0,0
4446,362.19,2.0,1,0,10,95.0,1,3.21,0.74,24.925009005657355,11.172015745699207,0,0,1,0
4447,138.53,2.0,1,0,9,90.0,1,3.44,0.98,22.748560348019176,10.335125841068391,0,1,0,0
4448,208.14,2.0,0,1,8,80.0,1,4.46,0.94,25.34119932009488,11.10918402436413,0,1,0,0
4449,204.14,2.0,0,1,9,85.0,1,4.52,0.98,24.569441045969747,10.933067497461607,0,1,0,0
4450,210.73,2.0,0,1,9,88.0,1,4.42,0.88,25.792166179583297,11.16065904095141,0,1,0,0
4451,174.75,2.0,0,1,9,87.0,1,4.08,0.65,27.628953385265337,16.64654118112803,0,1,0,0
4452,166.75,2.0,0,1,9,83.0,1,4.21,0.7,23.553656215864358,14.584093847248049,0,1,0,0
4453,257.3,5.0,1,0,9,91.0,2,9.93,0.54,7.832688979672084,4.592725206546907,0,0,0,0
4454,872.79,4.0,0,1,9,80.0,2,4.18,0.32,26.41213606698882,13.256013865074948,0,0,0,0
4455,846.92,3.0,0,1,9,92.0,1,4.28,0.53,26.367089753032225,12.399401778185986,0,0,0,0
4456,446.15,2.0,0,1,9,75.0,1,4.77,0.34,20.68157302727704,10.956334840446791,0,1,0,0
4457,239.19,2.0,0,0,9,93.0,1,7.86,2.54,10.181608391046115,5.651392248064329,0,0,0,0
4458,108.66,2.0,0,0,10,92.0,1,7.64,1.02,10.325088961251035,5.738292805698276,0,1,0,0
4459,258.71,2.0,1,0,10,99.0,1,3.89,0.12,18.7284174414874,9.114903374744566,0,1,1,0
4460,426.63,4.0,0,0,9,100.0,2,7.48,2.26,10.651122671636266,5.955793368953867,0,0,0,0
4461,185.09,2.0,0,0,10,100.0,1,6.66,1.38,12.006104393338765,6.913052705615687,0,1,0,0
4462,872.79,4.0,0,1,8,80.0,2,4.28,0.53,26.40385330919116,12.413468525828414,0,0,0,0
4463,164.4,4.0,0,1,8,86.0,1,4.69,0.94,22.354273825868155,10.599791312000807,0,1,0,0
4464,3000.07,6.0,0,1,10,100.0,3,4.07,0.53,25.31169386378634,13.222343230082984,0,0,0,0
4465,510.83,6.0,0,1,9,88.0,1,9.19,2.46,8.458961033621778,4.6596748056559845,0,0,0,0
4466,90.55,2.0,0,0,9,95.0,1,6.35,1.2,12.074046771608206,6.422569938492571,0,1,0,0
4467,168.16,2.0,0,0,10,97.0,1,3.56,0.5,20.314250129394832,9.7336535544832,0,1,0,0
4468,142.29,2.0,0,1,10,60.0,1,5.72,0.41,15.657156149679958,9.33015371316671,0,1,0,0
4469,106.07,2.0,0,0,10,92.0,1,9.56,2.54,8.133925681868936,4.47806977778221,0,1,0,0
4470,142.29,2.0,0,1,10,100.0,1,5.66,0.32,15.797911439747336,9.393619096205882,0,1,0,0
4471,142.29,2.0,0,1,6,60.0,1,5.64,0.26,15.852757113767929,9.406473460879134,0,1,0,0
4472,142.29,2.0,0,1,10,100.0,1,5.66,0.39,15.8590088768037,9.42090868635564,0,1,0,0
4473,142.29,2.0,0,1,8,80.0,1,5.7,0.32,15.65880690363642,9.343405380708,0,1,0,0
4474,142.29,2.0,0,1,10,100.0,1,5.73,0.24,15.531875440779736,9.303259354787214,0,1,0,0
4475,142.29,2.0,0,1,8,80.0,1,5.73,0.42,15.64263012339648,9.323006929705894,0,1,0,0
4476,142.29,2.0,0,1,8,80.0,1,5.7,0.21,15.612378219893774,9.304572349913808,0,1,0,0
4477,139.7,2.0,1,0,10,93.0,1,4.03,0.14,18.14174506153661,8.980548624765564,0,1,0,0
4478,333.73,4.0,0,1,10,80.0,1,3.98,0.58,25.36318877448712,16.487009428332254,0,0,0,0
4479,413.93,2.0,0,0,9,100.0,1,7.27,1.82,10.941241851905527,6.259196752846124,0,0,0,0
4480,179.92,2.0,0,1,9,87.0,1,4.2,0.66,23.843144946621653,14.923479149184663,0,1,0,0
4481,173.33,2.0,0,1,9,85.0,1,4.19,0.69,23.895580700474092,14.861279533467862,0,1,0,0
4482,162.75,2.0,1,0,10,95.0,1,4.07,0.15,17.99727247315986,8.941679253064885,0,1,1,0
4483,258.71,2.0,1,0,10,100.0,1,3.88,0.12,18.769174095486584,9.136396302727794,0,1,1,0
4484,77.61,2.0,0,0,8,100.0,1,7.14,1.03,11.714150638025869,6.584666792081574,0,1,0,0
4485,180.86,2.0,0,0,10,100.0,1,4.33,0.81,27.31568773958321,11.618775731274628,0,1,0,0
4486,317.03,4.0,0,0,10,100.0,1,7.61,1.81,10.122225252598474,6.426271682908764,0,0,0,0
4487,142.29,2.0,0,1,8,78.0,1,3.78,0.27,21.917844008745448,12.472591080395365,0,1,0,0
4488,343.85,2.0,1,0,9,83.0,1,1.14,0.32,44.50863859329791,32.32860609138012,0,1,0,0
4489,123.0,2.0,1,0,10,100.0,1,8.86,0.77,10.786469743940357,5.556661438332366,0,1,0,0
4490,1039.54,5.0,1,0,9,93.0,2,4.07,0.36,29.154708957207497,13.633774428581448,0,0,1,0
4491,271.64,2.0,0,0,8,70.0,0,2.09,0.14,33.7836903359217,18.939061253592413,0,0,0,0
4492,329.73,6.0,0,1,9,87.0,1,3.82,0.6,24.121043908996207,16.055748205175664,0,0,0,0
4493,100.9,2.0,0,0,8,67.0,1,7.4,1.94,10.737410535672256,6.055771749111102,0,1,0,0
4494,131.94,2.0,0,0,8,100.0,1,7.79,1.98,10.218589853224232,5.681824659286212,0,1,0,0
4495,258.71,3.0,0,1,10,100.0,1,7.65,1.28,10.323615319921975,5.748348084140918,0,0,0,0
4496,208.14,2.0,0,0,10,99.0,1,3.2,0.77,24.032939030465677,10.81533801778595,0,1,0,0
4497,611.49,6.0,0,1,8,89.0,2,2.84,0.46,27.252412654453284,15.390841524478263,0,0,0,0
4498,452.74,2.0,0,0,10,100.0,0,7.48,1.81,10.606003895405154,5.965336524762932,0,0,0,0
4499,1166.3,4.0,0,0,10,96.0,2,1.4,0.3,63.1340275603253,19.487148369623387,0,0,0,0
4500,592.21,5.0,0,1,9,87.0,1,1.22,0.3,56.04838911629106,20.4244207121446,0,0,0,0
4501,232.84,2.0,0,0,10,100.0,1,8.48,0.44,9.132051320935645,5.221623940293198,0,1,0,0
4502,155.22,2.0,0,0,10,98.0,1,3.47,1.01,22.6234423097153,10.2863943989015,0,1,0,0
4503,226.25,4.0,1,0,10,96.0,1,5.98,1.06,14.89615981521306,7.301280698927918,0,0,0,0
4504,575.51,4.0,0,0,10,96.0,2,4.05,0.64,28.209759951355363,16.804719486656737,0,0,0,0
4505,154.99,2.0,0,1,9,90.0,1,4.4,0.5,23.68998373539084,12.374306629888489,0,1,1,0
4506,154.99,2.0,0,1,9,87.0,1,4.4,0.5,23.68995891732576,12.374304905061193,0,1,1,0
4507,138.53,2.0,1,0,9,96.0,1,3.42,0.96,22.89148142176248,10.387841994339228,0,1,0,0
4508,154.99,2.0,0,0,10,100.0,1,9.28,0.55,8.36336236772147,4.872483048668174,0,1,0,0
4509,1544.02,6.0,1,0,10,100.0,2,0.91,0.25,55.35169807937776,30.70449993788263,0,0,0,0
4510,275.41,2.0,1,0,9,90.0,1,5.06,0.73,16.10918184382865,9.044098148001488,0,1,0,0
4511,702.27,6.0,0,1,10,93.0,2,2.3,0.18,30.961012978293883,17.454580971154606,0,0,0,0
4512,204.14,2.0,0,0,10,99.0,1,7.28,3.21,11.656208881808189,5.88191231182122,0,1,0,0
4513,154.99,2.0,0,1,9,87.0,1,4.4,0.5,23.689828499772613,12.374247407480452,0,1,1,0
4514,111.24,2.0,1,0,9,91.0,1,6.83,0.82,12.30648974336423,6.880637615233363,0,1,0,0
4515,347.84,5.0,0,1,8,100.0,2,4.0,0.61,24.80088674875235,15.970949300549805,0,0,0,0
4516,403.35,4.0,1,0,10,100.0,1,4.98,0.63,16.757924104018517,9.537545440724848,0,0,0,0
4517,214.73,2.0,1,0,9,90.0,0,5.05,0.63,16.51054554037331,9.38242656287774,0,0,0,0
4518,1174.06,6.0,0,1,10,100.0,2,0.88,0.32,56.20168488875069,32.545280963512226,0,0,1,0
4519,861.26,6.0,0,1,9,85.0,3,3.66,0.12,41.39393864997539,16.603490637718732,0,0,0,0
4520,1039.54,5.0,0,1,10,100.0,2,3.94,0.35,31.424015160156863,14.33799574396742,0,0,0,0
4521,517.18,2.0,1,0,8,83.0,1,4.44,0.65,25.08001418414881,10.94554956170912,0,1,0,0
4522,287.17,4.0,0,0,10,100.0,1,9.08,0.39,8.703449247768578,4.945233852170683,0,0,0,0
4523,153.58,2.0,0,0,10,100.0,1,5.33,0.44,14.840644476657586,8.229447045449813,0,1,0,0
4524,725.56,6.0,0,1,6,60.0,2,2.23,0.25,31.281120514722883,17.84956825100152,0,0,0,0
4525,452.74,2.0,0,1,10,100.0,0,4.13,0.78,22.65279506084569,15.118642953192158,0,0,0,0
4526,243.19,4.0,1,0,10,95.0,1,4.62,0.74,17.0389740501841,9.381769484201952,0,1,0,0
4527,439.8,4.0,0,0,10,100.0,2,9.97,0.58,7.804910461798488,4.568668868547443,0,0,0,0
4528,290.93,2.0,0,0,10,100.0,1,3.76,0.55,21.08408972613092,12.468775379565196,0,1,0,0
4529,131.94,2.0,0,0,10,100.0,1,7.53,2.64,10.633067623765257,5.929147050351561,0,1,0,0
4530,452.74,2.0,1,0,8,80.0,1,2.18,0.21,31.67954391483539,17.983350411808843,0,1,0,0
4531,173.33,3.0,1,0,8,80.0,1,6.15,0.87,14.664360805386991,7.301009166774562,0,1,0,0
4532,594.79,3.0,1,0,7,60.0,2,8.9,1.22,8.714264501375139,4.864244865847982,0,0,0,0
4533,152.64,2.0,0,0,10,96.0,1,7.12,1.58,11.13396947271691,6.41081494370993,0,1,1,0
4534,100.9,2.0,0,1,10,80.0,1,3.79,0.38,21.84713204187481,14.326478197904358,0,1,0,0
4535,388.06,2.0,0,1,10,100.0,1,4.04,0.47,31.88750797289588,13.556153117080122,0,0,0,0
4536,116.42,2.0,0,0,9,90.0,1,7.57,1.53,10.163677329638782,5.698098454597482,0,1,0,0
4537,131.94,2.0,1,0,8,50.0,1,3.86,0.28,37.37971765923048,14.25531183877004,0,1,0,0
4538,388.06,6.0,0,1,10,100.0,3,8.65,0.55,8.966474583760553,5.246002821283218,0,0,0,0
4539,388.06,2.0,0,1,10,100.0,0,4.17,0.59,30.577871156659125,12.84025143673144,0,0,0,0
4540,388.06,2.0,0,1,10,80.0,1,4.09,0.51,31.43892825215144,13.423344579187448,0,0,0,0
4541,898.66,4.0,0,1,10,100.0,1,0.59,0.03,68.66759183961592,40.95817289424318,0,0,0,0
4542,906.65,5.0,0,1,10,90.0,2,4.29,0.38,24.47904630369689,12.976760603032464,0,0,0,0
4543,137.12,2.0,0,0,10,100.0,1,5.01,0.15,15.734300202256083,8.764678819438325,0,1,0,0
4544,442.39,6.0,1,0,10,100.0,3,6.79,1.57,12.403846552496672,6.870022140347635,0,0,0,0
4545,129.35,2.0,0,0,10,80.0,1,4.87,1.5,16.130609230837674,9.31958696360068,0,1,0,0
4546,232.84,2.0,1,0,10,100.0,1,9.74,2.05,7.975057158218322,4.401986734826028,0,1,0,0
4547,442.39,2.0,0,1,10,80.0,1,4.14,0.57,31.083169397998017,12.690774813495436,0,0,0,0
4548,321.97,4.0,0,0,8,80.0,1,4.66,0.19,16.623024678847745,9.31305120721628,0,0,0,0
4549,154.99,4.0,0,0,10,100.0,2,16.26,4.96,5.118811438203999,2.689195018334899,0,1,0,0
4550,359.37,2.0,0,0,10,100.0,1,4.99,0.71,15.716586794612487,8.684779774620248,0,0,0,0
4551,154.05,3.0,0,1,8,100.0,1,2.05,0.48,34.85431560171865,17.037751959713226,1,0,0,0
4552,872.32,4.0,0,1,10,100.0,1,3.38,0.03,24.180082583778518,14.776890401471931,0,0,0,0
4553,426.63,5.0,0,0,10,95.0,2,4.44,0.78,25.485572498057827,11.069750741139908,0,0,0,0
4554,170.51,2.0,0,1,8,80.0,1,2.34,0.32,30.383697615165907,17.352967633041605,0,1,0,0
4555,217.08,2.0,0,0,9,87.0,1,8.93,0.17,8.821336912968079,5.132815588186631,0,1,0,0
4556,228.84,2.0,0,1,9,90.0,1,4.21,0.92,21.546060321201647,13.956916151819737,0,1,0,0
4557,425.69,2.0,0,0,10,100.0,0,5.98,0.18,14.657827422691472,8.79685226549781,0,0,0,0
4558,530.12,5.0,0,0,10,100.0,1,3.23,0.29,41.67273989562117,17.195753049564907,0,0,0,0
4559,167.92,2.0,0,0,10,100.0,1,5.3,0.4,19.069318691644472,9.46547357932679,0,1,0,0
4560,161.34,2.0,0,1,10,100.0,1,4.23,0.93,21.07416174699786,13.414814168548425,0,1,0,0
4561,148.64,2.0,0,1,10,100.0,1,4.28,0.93,20.50329196705154,12.778353627906172,0,1,0,0
4562,652.88,4.0,0,1,10,100.0,1,4.9,0.21,19.25071908642672,14.593395595129149,0,0,0,0
4563,491.54,3.0,1,0,10,100.0,1,4.04,0.55,25.414774484458768,13.206649388425816,0,0,1,0
4564,245.54,2.0,1,0,6,60.0,1,5.39,0.47,16.84793331238962,9.151341295284809,0,1,0,0
4565,499.31,4.0,0,0,8,100.0,1,4.76,0.29,20.04420312369157,12.334986250687676,0,0,0,0
4566,139.7,2.0,0,1,10,100.0,1,5.49,0.76,13.758452041717351,7.423461822753801,0,1,0,0
4567,134.53,2.0,0,0,10,100.0,1,7.23,0.43,11.945429572795524,6.449180138563632,0,1,0,0
4568,81.38,2.0,1,0,4,40.0,1,7.68,2.49,12.1858201150861,6.036754173192464,0,1,0,0
4569,232.84,2.0,1,0,10,100.0,1,7.96,1.09,10.715163532998057,5.756745504544251,0,1,0,0
4570,180.86,2.0,1,0,10,100.0,1,6.07,0.45,13.138361814749151,7.435688370165355,0,0,0,0
4571,75.03,2.0,0,0,6,80.0,1,12.87,8.31,6.369594946867712,3.3285384959588638,0,1,0,0
4572,77.61,2.0,0,0,10,100.0,1,8.83,0.5,8.956573697845133,5.101809716559568,0,1,0,0
4573,178.51,5.0,0,1,10,100.0,1,3.36,0.12,24.696365237782075,15.664511861146638,0,1,0,0
4574,320.8,3.0,1,0,10,94.0,1,7.32,1.57,10.503682881513711,5.827534957388284,0,1,0,0
4575,271.41,2.0,0,0,10,100.0,1,4.76,0.68,17.460350468784867,9.3767503977493,0,0,0,0
4576,343.85,6.0,1,0,8,83.0,2,5.81,0.36,15.053873865508027,8.950739446687706,0,0,0,0
4577,157.58,2.0,1,0,10,97.0,1,6.79,1.35,11.627034224122996,6.688015356293793,0,1,1,0
4578,217.08,4.0,1,0,9,93.0,1,5.88,0.12,14.905644198478882,9.067234465513216,0,1,0,0
4579,420.52,2.0,0,0,10,98.0,1,6.71,0.93,12.643576117798988,7.079963463024512,0,0,0,0
4580,245.54,2.0,0,0,9,90.0,1,8.59,0.24,9.022339448848554,5.446711358552959,0,1,0,0
4581,244.36,2.0,0,1,9,91.0,1,4.2,0.91,21.17309597981477,13.560618496248422,0,1,0,0
4582,161.57,2.0,0,1,9,87.0,1,6.14,1.2,14.475849566901996,7.123338582250652,0,1,0,0
4583,129.35,3.0,1,0,9,90.0,1,10.24,2.28,7.594364773758498,4.176251276303427,0,1,0,0
4584,175.69,2.0,0,0,9,100.0,1,8.37,2.92,9.262139804694431,5.0056142244051385,0,1,0,0
4585,245.77,2.0,1,0,9,100.0,1,9.1,2.46,8.5376796761757,4.707689495733329,0,1,0,0
4586,135.7,2.0,0,1,8,85.0,1,6.22,1.15,14.34990276351751,7.098487553997723,0,1,0,0
4587,142.29,2.0,1,0,10,98.0,1,7.52,1.7,10.238556370166066,5.857279149750145,0,1,1,0
4588,217.08,2.0,1,0,10,93.0,1,5.47,0.37,16.61548837663673,8.996551435365722,0,1,1,0
4589,142.29,2.0,0,0,6,100.0,1,9.72,2.07,7.996169580168194,4.4132718748802775,0,1,0,0
4590,321.27,2.0,1,0,10,92.0,1,6.94,1.9,11.047501626404715,5.988754598521973,0,1,0,0
4591,210.96,2.0,1,0,10,100.0,2,9.49,0.67,8.179498043861978,4.722358958047129,0,1,1,0
4592,234.01,2.0,1,0,10,97.0,2,9.34,0.65,8.309855751603438,4.797475029843928,0,1,1,0
4593,154.99,2.0,1,0,9,93.0,1,7.45,1.12,10.600353223310709,5.9206049180777125,0,1,1,0
4594,340.32,4.0,1,0,10,97.0,2,9.44,0.75,8.225185454104999,4.713435575522721,0,0,1,0
4595,457.91,2.0,0,0,9,92.0,1,4.17,0.61,30.233189151753752,12.49220964549513,0,0,0,0
4596,159.22,2.0,1,0,10,93.0,1,5.02,1.15,19.932311158424923,9.649430806115143,0,1,0,0
4597,581.86,4.0,0,0,9,100.0,2,7.07,1.42,11.194607067297095,6.404748040984069,0,0,0,0
4598,271.41,4.0,1,0,9,86.0,2,7.11,2.0,11.203293478524351,6.423584263037678,0,1,0,0
4599,198.97,2.0,1,0,10,93.0,1,6.23,0.2,14.01432623062077,8.367301824726907,0,1,0,0
4600,258.71,4.0,0,0,10,84.0,1,7.49,2.38,10.65555804037731,5.952064407382419,0,0,0,0
4601,362.19,6.0,1,0,9,94.0,2,5.89,0.12,14.95004405092156,9.134649570091309,0,0,0,0
4602,231.66,2.0,0,1,9,93.0,1,4.15,0.87,21.811053283387423,14.305943785127049,0,1,0,0
4603,168.16,2.0,0,0,10,100.0,1,7.09,1.98,10.826035152019063,5.890580492834102,0,1,0,0
4604,190.27,2.0,1,0,9,91.0,1,7.3,1.74,10.871376734279757,6.185349435010497,0,1,0,0
4605,374.89,3.0,0,0,10,90.0,2,7.5,1.31,10.543372344500346,5.896217763371163,0,0,0,0
4606,161.57,2.0,1,0,9,90.0,1,8.15,2.04,9.789819969939952,5.407081192351948,0,1,0,0
4607,137.12,2.0,0,0,10,99.0,1,8.64,0.63,8.98649780322992,5.223804640636619,0,1,0,0
4608,243.19,2.0,1,0,10,95.0,1,4.05,0.47,31.98109245003873,13.447562230487913,0,1,0,0
4609,310.45,2.0,0,0,10,100.0,1,6.35,0.45,13.513703126242374,7.994709568551501,0,1,0,0
4610,265.06,4.0,1,0,8,84.0,1,5.23,0.46,17.688944819072862,9.628334362417316,0,0,0,0
4611,142.29,2.0,0,0,10,97.0,1,8.87,2.68,8.750824315591888,4.777095550450062,0,1,0,0
4612,372.3,2.0,0,0,8,80.0,1,7.58,1.68,10.159828266808152,5.822118210639237,0,1,0,0
4613,573.16,6.0,0,0,10,98.0,3,6.88,1.43,11.488542943056034,6.720691298432717,0,0,1,0
0,121.12,2.0,0,0,6,69.0,1,5.73,0.44,15.493413664160135,8.413765094939668,0,1,0,1
1,195.91,2.0,1,0,10,96.0,1,4.79,1.46,16.362587508345335,9.48846637106759,0,1,0,1
2,193.33,3.0,1,0,10,95.0,1,4.6,0.45,18.693247480940396,9.82592164480122,0,1,0,1
3,180.39,2.0,1,0,9,87.0,1,2.05,0.13,32.837066799706825,18.27897250966716,0,1,0,1
4,405.7,3.0,0,1,7,65.0,0,4.49,0.35,22.139583759519823,12.39947274269156,0,0,0,1
5,354.19,2.0,0,1,9,93.0,0,4.47,0.35,22.374063218397247,12.583702241983968,0,0,0,1
6,430.4,2.0,0,1,10,97.0,1,1.79,0.25,35.38945257337911,19.1819332937082,0,1,1,1
7,244.83,2.0,0,1,9,88.0,1,2.43,0.55,28.643698753665912,16.693099735782663,0,1,0,1
8,438.16,4.0,0,1,9,87.0,1,1.49,0.13,40.03467646759732,26.030857511933096,0,0,0,1
9,128.88,2.0,1,0,10,97.0,1,12.81,5.29,6.710614214139593,3.5051213163453,0,1,1,1
10,315.62,4.0,1,0,8,89.0,2,7.72,1.29,10.995548273968074,5.930492095202776,0,0,0,1
11,567.04,2.0,0,0,10,98.0,1,5.3,1.59,14.5723509774668,8.369233905478712,0,0,0,1
12,159.69,2.0,0,0,10,98.0,1,5.5,0.73,13.711473410242291,7.436009800883476,0,1,0,1
13,152.17,2.0,1,0,10,98.0,1,6.87,0.48,12.614775999832538,6.843436316984307,0,1,0,1
14,85.14,2.0,1,0,10,100.0,1,15.98,5.74,5.22509506642088,2.746786523265598,0,1,0,1
15,1133.85,6.0,0,0,9,93.0,3,3.41,0.18,38.106393669827625,15.14076610863628,0,0,0,1
16,132.65,2.0,0,0,10,98.0,1,8.25,3.09,9.410446327846012,5.0588816781039965,0,1,1,1
17,296.57,2.0,1,0,10,99.0,1,2.2,0.38,38.50339072404008,17.20878808968337,0,1,1,1
